,num_infected,cities_infected,num_interactions
0,5000.0,1,0
1,4639.0,3,2
2,4116.0,14,14
3,3680.0,21,12
4,3291.0,27,15
5,3039.0,36,18
6,2806.0,46,24
7,2543.0,56,28
8,2361.0,61,27
9,2112.0,67,24
10,1903.0,66,25
11,1692.0,70,23
12,1530.0,70,24
13,1337.0,67,17
14,1175.0,70,15
15,1072.0,70,20
16,993.0,69,20
17,870.0,64,13
18,798.0,63,16
19,703.0,51,13
20,598.0,52,8
21,511.0,49,9
22,467.0,44,11
23,390.0,41,5
24,337.0,37,5
25,290.0,35,5
26,234.0,28,3
27,190.0,23,3
28,154.0,19,2
29,134.0,19,3
30,114.0,17,3
31,90.0,15,1
32,74.0,16,1
33,52.0,15,0
34,33.0,11,0
35,20.0,6,0
36,27.0,4,2
