,num_infected,cities_infected,num_interactions
0,2000,1,0
1,2002,3,2
2,2015,7,6
3,2059,11,6
4,2120,21,15
5,2113,26,10
6,2240,33,19
7,2353,39,16
8,2464,51,29
9,2462,55,19
10,2481,63,26
11,2510,70,30
12,2575,73,27
13,2751,76,43
14,2751,79,27
15,2736,80,31
16,2698,84,29
17,2773,88,40
18,2761,89,35
19,2920,95,48
20,3052,100,53
21,3070,100,41
22,3099,99,41
23,3149,103,45
24,3147,108,41
25,3149,109,43
26,3243,109,56
27,3230,112,44
28,3293,111,51
29,3270,112,43
30,3313,113,51
31,3388,113,54
32,3588,113,67
33,3754,113,63
34,3704,113,46
35,3823,115,62
36,3963,116,68
