,num_infected,cities_infected,num_interactions
0,5000.0,1,0
1,5224.0,3,2
2,5541.0,20,21
3,5633.0,27,20
4,5803.0,41,36
5,6075.0,52,31
6,6358.0,67,50
7,6760.0,78,58
8,6930.0,88,65
9,7068.0,91,59
10,7439.0,104,84
11,7977.0,114,102
12,8088.0,118,70
13,8472.0,126,105
14,8812.0,129,105
15,8818.0,128,91
16,8917.0,132,96
17,9236.0,139,117
18,9352.0,144,111
19,9436.0,146,110
20,9652.0,145,123
21,9853.0,147,124
22,10020.0,150,117
23,10138.0,153,115
24,10224.0,154,123
25,10502.0,156,128
26,10864.0,159,161
27,11156.0,159,146
28,11434.0,163,155
29,11665.0,167,158
30,11972.0,167,161
31,12429.0,171,184
32,12766.0,173,175
33,12831.0,178,162
34,13130.0,185,182
35,13346.0,184,168
36,13643.0,184,184
