,num_infected,cities_infected,num_interactions
0,3000.0,1,0
1,2530.0,3,2
2,2158.0,8,7
3,1761.0,13,8
4,1529.0,21,14
5,1301.0,25,9
6,1062.0,28,8
7,916.0,30,9
8,774.0,30,11
9,632.0,31,6
10,503.0,26,5
11,443.0,26,11
12,363.0,27,7
13,319.0,26,10
14,263.0,26,5
15,203.0,26,2
16,157.0,24,2
17,114.0,17,1
18,77.0,14,0
19,51.0,10,0
20,38.0,7,1
21,26.0,5,0
22,17.0,4,0
23,11.0,3,0
24,7.0,3,0
25,4.0,2,0
26,2.0,1,0
27,1.0,1,0
28,0.0,0,0
29,0.0,0,0
30,0.0,0,0
31,0.0,0,0
32,0.0,0,0
33,0.0,0,0
34,0.0,0,0
35,0.0,0,0
36,0.0,0,0
