,num_infected,cities_infected,num_interactions
0,1000.0,1,0
1,1086.0,3,2
2,1211.0,6,5
3,1333.0,9,6
4,1448.0,15,9
5,1600.0,22,12
6,1772.0,30,13
7,1896.0,41,17
8,2071.0,48,24
9,2263.0,56,24
10,2624.0,64,35
11,2729.0,66,21
12,2852.0,70,27
13,3025.0,72,31
14,3250.0,76,41
15,3345.0,75,29
16,3604.0,78,42
17,3902.0,83,49
18,4224.0,83,55
19,4565.0,88,60
20,4982.0,95,70
21,5419.0,102,74
22,5836.0,107,66
23,6267.0,113,78
24,6761.0,123,84
25,7400.0,132,99
26,7993.0,138,105
27,8744.0,143,123
28,9366.0,148,115
29,10055.0,152,122
30,11096.0,158,153
31,12055.0,158,147
32,13214.0,166,184
33,14472.0,168,197
34,15817.0,171,193
35,16887.0,176,187
36,18247.0,180,219
