,time,departure_city,arrival_city,departing_infected,arriving_infected
0,0,366,396,5,35.0
1,0,366,212,9,101.0
2,1,212,545,1,7.0
3,1,366,396,10,108.0
4,1,366,212,5,56.0
5,1,396,178,1,8.0
6,1,396,255,1,8.0
7,2,366,396,10,90.0
8,2,366,212,5,58.0
9,2,396,519,1,7.0
10,2,396,158,1,9.0
11,2,396,255,1,8.0
12,2,396,276,2,19.0
13,3,212,214,1,9.0
14,3,212,349,1,11.0
15,3,366,396,7,62.0
16,3,366,212,7,62.0
17,3,396,519,1,12.0
18,3,396,33,1,9.0
19,3,396,563,1,6.0
20,3,396,238,1,7.0
21,3,396,453,1,11.0
22,4,212,531,1,11.0
23,4,212,173,1,10.0
24,4,212,345,1,8.0
25,4,212,405,1,7.0
26,4,366,396,10,85.0
27,4,366,212,9,63.0
28,4,396,519,1,11.0
29,4,396,528,1,8.0
30,4,396,563,1,9.0
31,4,396,627,1,7.0
32,4,396,145,1,10.0
33,4,396,255,1,8.0
34,5,212,24,1,8.0
35,5,212,63,1,9.0
36,5,212,145,2,18.0
37,5,212,302,2,22.0
38,5,212,370,1,9.0
39,5,212,414,1,8.0
40,5,366,396,8,92.0
41,5,366,212,5,53.0
42,5,396,519,1,9.0
43,5,396,544,1,10.0
44,5,396,558,2,15.0
45,5,396,178,1,8.0
46,5,519,501,1,8.0
47,6,212,565,1,12.0
48,6,212,76,1,11.0
49,6,212,598,1,9.0
50,6,212,627,1,9.0
51,6,212,160,1,10.0
52,6,255,609,1,8.0
53,6,302,560,1,9.0
54,6,366,384,1,1.0
55,6,366,396,5,47.0
56,6,366,212,4,39.0
57,6,370,623,1,9.0
58,6,396,614,1,10.0
59,6,396,276,2,22.0
60,6,396,308,1,8.0
61,6,396,370,1,8.0
62,6,396,374,1,10.0
63,6,396,414,1,9.0
64,7,212,8,2,20.0
65,7,212,76,1,10.0
66,7,212,370,1,9.0
67,7,212,378,1,10.0
68,7,212,412,1,10.0
69,7,212,449,1,9.0
70,7,212,495,1,7.0
71,7,276,212,1,10.0
72,7,276,254,1,10.0
73,7,308,501,1,12.0
74,7,366,396,3,26.0
75,7,366,212,4,35.0
76,7,370,501,1,8.0
77,7,396,519,1,9.0
78,7,396,544,1,10.0
79,7,396,93,1,8.0
80,7,396,614,1,8.0
81,7,396,238,1,9.0
82,7,396,255,1,8.0
83,7,396,276,3,29.0
84,7,396,495,1,10.0
85,7,414,396,1,12.0
86,7,501,276,1,7.0
87,7,558,13,1,10.0
88,8,13,349,1,10.0
89,8,212,545,1,8.0
90,8,212,558,1,10.0
91,8,212,627,1,9.0
92,8,212,145,1,10.0
93,8,212,178,1,9.0
94,8,212,238,1,11.0
95,8,212,276,1,10.0
96,8,212,487,1,12.0
97,8,276,384,1,11.0
98,8,276,70,1,9.0
99,8,302,555,1,10.0
100,8,366,396,3,22.0
101,8,366,212,8,73.0
102,8,396,615,1,9.0
103,8,396,598,1,10.0
104,8,396,152,1,10.0
105,8,396,178,1,10.0
