,num_infected,cities_infected,num_interactions
0,1000,1,0
1,1137,3,2
2,1321,7,7
3,1334,11,6
4,1469,20,12
5,1590,26,11
6,1719,32,20
7,1898,39,23
8,1988,42,15
9,2218,50,26
10,2384,55,22
11,2720,63,33
12,2891,65,29
13,3066,75,34
14,3367,79,45
15,3583,88,41
16,3852,91,44
17,4231,92,52
18,4652,96,63
19,5115,105,77
20,5408,112,62
21,5796,120,72
22,6127,125,75
23,6627,133,87
24,7209,137,101
25,7835,140,102
26,8491,149,112
27,9257,152,124
28,10066,156,132
29,10943,164,146
30,12020,167,169
31,13093,170,172
32,14243,175,190
33,15367,179,195
34,16802,182,225
35,18207,184,217
36,19869,193,250
