,num_infected,cities_infected,num_interactions
0,3000.0,1,0
1,2751.0,4,3
2,2291.0,10,10
3,1913.0,14,9
4,1716.0,23,15
5,1424.0,28,13
6,1220.0,31,12
7,1036.0,34,14
8,843.0,32,9
9,699.0,30,9
10,588.0,33,10
11,470.0,33,6
12,394.0,30,8
13,307.0,27,4
14,236.0,26,3
15,183.0,24,3
16,153.0,18,4
17,132.0,19,3
18,92.0,16,0
19,77.0,14,2
20,65.0,12,2
21,50.0,10,1
22,34.0,10,0
23,26.0,9,1
24,22.0,8,1
25,13.0,6,0
26,12.0,4,1
27,7.0,3,0
28,10.0,3,1
29,6.0,2,0
30,4.0,2,0
31,2.0,1,0
32,1.0,1,0
33,0.0,0,0
34,0.0,0,0
35,0.0,0,0
36,0.0,0,0
