,num_infected,cities_infected,num_interactions
0,2000,1,0
1,1902,3,2
2,1911,10,9
3,1893,18,15
4,1748,23,10
5,1622,26,12
6,1596,29,13
7,1600,33,13
8,1542,41,18
9,1566,48,28
10,1420,46,13
11,1301,51,15
12,1294,60,22
13,1197,57,15
14,1101,59,13
15,1111,59,19
16,1089,58,20
17,989,55,11
18,937,55,15
19,892,55,13
20,823,53,12
21,792,49,14
22,735,51,12
23,700,52,14
24,687,50,15
25,671,54,14
26,605,51,7
27,572,52,12
28,526,48,10
29,477,45,8
30,442,43,8
31,429,43,10
32,370,39,4
33,362,38,9
34,321,36,4
35,271,34,2
36,243,33,4
