,num_infected,cities_infected,num_interactions
0,3000.0,1,0
1,3100.0,3,2
2,3201.0,8,7
3,3279.0,17,15
4,3525.0,31,26
5,3610.0,38,19
6,3668.0,50,32
7,3837.0,56,34
8,3887.0,70,34
9,3841.0,73,27
10,3924.0,79,40
11,3966.0,84,36
12,3957.0,91,38
13,4086.0,95,48
14,4123.0,97,54
15,4295.0,103,64
16,4378.0,103,59
17,4441.0,107,54
18,4581.0,109,64
19,4859.0,114,79
20,4869.0,112,57
21,4922.0,116,68
22,4903.0,118,63
23,5104.0,117,78
24,5287.0,123,83
25,5272.0,121,68
26,5420.0,128,85
27,5652.0,135,89
28,5646.0,135,73
29,5722.0,135,84
30,5857.0,136,86
31,6096.0,136,96
32,6278.0,134,99
33,6331.0,136,88
34,6396.0,139,87
35,6697.0,143,108
36,6899.0,140,104
