,num_infected,cities_infected,num_interactions
0,5000.0,1,0
1,5365.0,3,2
2,5934.0,13,14
3,6699.0,33,29
4,7189.0,47,35
5,7644.0,61,44
6,8153.0,71,50
7,8685.0,80,50
8,9421.0,95,64
9,10362.0,108,83
10,11379.0,122,101
11,12400.0,127,109
12,13668.0,133,137
13,15133.0,140,154
14,16646.0,146,172
15,17963.0,148,153
16,19616.0,154,198
17,21359.0,159,209
18,23016.0,165,205
19,25021.0,175,253
20,26995.0,177,257
21,29250.0,187,290
22,32105.0,192,331
23,34488.0,194,316
24,37574.0,201,389
25,41241.0,210,400
26,44858.0,219,411
27,48846.0,231,491
28,53760.0,233,535
29,58922.0,238,547
30,64305.0,239,580
31,70340.0,245,645
32,76727.0,248,675
33,83502.0,252,705
34,91043.0,254,735
35,100534.0,261,805
36,109551.0,262,797
