,num_infected,cities_infected,num_interactions
0,5000.0,1,0
1,5360.0,3,2
2,5858.0,12,11
3,6167.0,25,19
4,6872.0,35,30
5,7379.0,46,27
6,8308.0,60,53
7,9069.0,71,66
8,9783.0,83,73
9,10877.0,99,103
10,11678.0,105,91
11,12939.0,111,106
12,14285.0,128,139
13,15656.0,133,147
14,17185.0,141,176
15,18575.0,149,181
16,20122.0,154,203
17,21556.0,156,195
18,23222.0,160,202
19,25575.0,169,269
20,27539.0,179,256
21,30043.0,182,294
22,32504.0,190,304
23,35551.0,195,362
24,38889.0,200,394
25,41996.0,208,396
26,45742.0,214,453
27,49933.0,218,473
28,54667.0,225,512
29,59821.0,230,564
30,65517.0,244,603
31,71699.0,250,638
32,78315.0,256,676
33,85469.0,261,729
34,92851.0,270,754
35,101924.0,278,794
36,111055.0,279,867
