,time,departure_city,arrival_city,departing_infected,arriving_infected
0,0,366,396,37,364.0
1,0,366,212,28,246.0
2,1,212,145,1,8.0
3,1,212,405,1,11.0
4,1,366,396,51,422.0
5,1,366,212,38,239.0
6,1,396,528,1,7.0
7,1,396,544,1,8.0
8,1,396,563,1,8.0
9,1,396,178,1,9.0
10,1,396,214,1,8.0
11,1,396,255,2,23.0
12,1,396,276,4,46.0
13,2,212,24,1,9.0
14,2,212,544,1,9.0
15,2,212,145,1,9.0
16,2,212,318,1,10.0
17,2,212,495,1,9.0
18,2,366,396,19,193.0
19,2,366,212,32,272.0
20,2,396,516,1,8.0
21,2,396,5,1,8.0
22,2,396,519,1,10.0
23,2,396,531,1,10.0
24,2,396,558,1,6.0
25,2,396,627,1,8.0
26,2,396,255,2,21.0
27,2,396,302,1,7.0
28,2,396,308,1,8.0
29,2,396,453,1,9.0
30,2,396,495,1,7.0
31,2,528,278,1,5.0
32,3,212,24,1,10.0
33,3,212,565,1,11.0
34,3,212,598,2,16.0
35,3,212,619,1,9.0
36,3,212,178,1,9.0
37,3,212,255,1,8.0
38,3,212,302,1,11.0
39,3,212,308,1,6.0
40,3,212,412,1,8.0
41,3,255,212,1,8.0
42,3,276,212,1,11.0
43,3,318,602,1,9.0
44,3,366,396,34,355.0
45,3,366,212,32,353.0
46,3,396,24,1,9.0
47,3,396,598,2,18.0
48,3,396,614,1,10.0
49,3,396,103,2,22.0
50,3,396,627,1,11.0
51,3,396,145,1,10.0
52,3,396,158,1,12.0
53,3,396,238,1,7.0
54,3,396,255,4,37.0
55,3,396,276,2,18.0
56,3,396,302,2,16.0
57,3,396,308,1,8.0
58,3,396,453,1,9.0
59,3,396,489,1,8.0
60,3,396,495,2,17.0
61,3,516,396,1,10.0
62,4,212,545,2,18.0
63,4,212,152,1,10.0
64,4,212,158,1,8.0
65,4,212,178,1,8.0
66,4,212,414,1,9.0
67,4,212,495,1,9.0
68,4,255,164,1,8.0
69,4,255,212,1,8.0
70,4,276,68,1,7.0
71,4,302,560,1,11.0
72,4,366,396,48,347.0
73,4,366,212,25,239.0
74,4,396,512,1,10.0
75,4,396,528,1,6.0
76,4,396,563,2,17.0
77,4,396,627,3,25.0
78,4,396,145,3,27.0
79,4,396,158,1,10.0
80,4,396,214,1,6.0
81,4,396,255,3,16.0
82,4,396,276,3,33.0
83,4,396,345,1,11.0
84,4,412,13,1,11.0
85,4,489,212,1,9.0
86,4,627,384,1,10.0
87,4,627,396,1,9.0
88,4,627,286,1,8.0
89,5,24,623,1,9.0
90,5,145,381,1,7.0
91,5,152,623,1,9.0
92,5,212,24,1,8.0
93,5,212,544,1,9.0
94,5,212,616,1,12.0
95,5,212,180,1,10.0
96,5,212,195,1,9.0
97,5,212,238,2,20.0
98,5,212,255,4,40.0
99,5,212,276,1,9.0
100,5,212,370,1,8.0
101,5,212,412,1,8.0
102,5,212,449,1,11.0
103,5,212,505,1,5.0
104,5,214,212,1,9.0
105,5,255,326,1,8.0
106,5,255,501,1,8.0
107,5,276,560,1,11.0
108,5,276,68,1,11.0
109,5,276,212,1,7.0
110,5,286,627,1,6.0
111,5,302,278,1,8.0
112,5,345,70,1,9.0
113,5,366,396,35,325.0
114,5,366,212,36,398.0
115,5,396,5,1,10.0
116,5,396,519,1,9.0
117,5,396,38,1,9.0
118,5,396,563,1,8.0
119,5,396,598,2,22.0
120,5,396,614,1,10.0
121,5,396,616,1,10.0
122,5,396,619,3,30.0
123,5,396,627,1,8.0
124,5,396,124,1,8.0
125,5,396,145,2,18.0
126,5,396,158,3,31.0
127,5,396,214,1,8.0
128,5,396,238,3,29.0
129,5,396,255,4,38.0
130,5,396,273,1,11.0
131,5,396,276,3,20.0
132,5,396,495,1,11.0
133,5,412,560,1,10.0
134,5,453,70,1,9.0
135,5,495,278,1,8.0
136,5,516,396,1,9.0
137,5,519,13,1,11.0
138,5,528,70,1,11.0
139,5,614,396,1,7.0
140,5,619,212,1,9.0
141,5,627,212,1,8.0
142,6,70,276,1,11.0
143,6,124,254,1,10.0
144,6,145,384,1,9.0
145,6,158,278,1,10.0
146,6,164,238,1,9.0
147,6,195,70,1,8.0
148,6,212,519,1,8.0
149,6,212,543,1,7.0
150,6,212,544,1,9.0
151,6,212,545,2,17.0
152,6,212,582,2,20.0
153,6,212,619,1,10.0
154,6,212,627,2,18.0
155,6,212,117,1,8.0
156,6,212,124,1,9.0
157,6,212,180,1,9.0
158,6,212,214,1,9.0
159,6,212,238,2,13.0
160,6,212,255,1,7.0
161,6,212,273,2,23.0
162,6,212,279,1,9.0
163,6,212,370,1,11.0
164,6,212,378,1,9.0
165,6,212,412,1,11.0
166,6,212,585,1,9.0
167,6,212,489,1,10.0
168,6,212,495,1,9.0
169,6,212,505,1,10.0
170,6,238,286,1,9.0
171,6,255,278,1,9.0
172,6,255,212,1,9.0
173,6,276,13,1,12.0
174,6,276,286,1,11.0
175,6,276,164,1,8.0
176,6,302,141,1,8.0
177,6,366,396,25,260.0
178,6,366,212,21,253.0
179,6,366,501,1,2.0
180,6,370,254,1,10.0
181,6,384,276,1,10.0
182,6,396,512,1,8.0
183,6,396,519,2,24.0
184,6,396,544,1,7.0
185,6,396,563,1,8.0
186,6,396,103,1,8.0
187,6,396,619,1,8.0
188,6,396,627,2,19.0
189,6,396,123,1,10.0
190,6,396,145,2,16.0
191,6,396,160,1,8.0
192,6,396,238,2,15.0
193,6,396,255,3,24.0
194,6,396,273,1,11.0
195,6,396,276,4,38.0
196,6,396,302,1,10.0
197,6,396,370,2,20.0
198,6,396,453,1,8.0
199,6,396,489,1,7.0
200,6,396,495,2,23.0
201,6,495,164,1,10.0
202,6,512,278,1,8.0
203,6,598,212,1,10.0
204,6,614,396,1,9.0
205,6,619,278,1,8.0
206,6,619,70,1,8.0
207,6,619,115,1,8.0
208,7,68,238,1,10.0
209,7,70,544,1,9.0
210,7,70,255,1,10.0
211,7,103,212,1,11.0
212,7,124,501,1,10.0
213,7,145,278,1,8.0
214,7,145,54,1,7.0
215,7,158,54,1,9.0
216,7,212,40,2,21.0
217,7,212,63,1,9.0
218,7,212,582,1,7.0
219,7,212,622,1,5.0
220,7,212,627,2,23.0
221,7,212,128,1,8.0
222,7,212,214,2,18.0
223,7,212,232,1,9.0
224,7,212,255,2,14.0
225,7,212,273,1,11.0
226,7,212,276,1,9.0
227,7,212,302,1,10.0
228,7,212,330,1,7.0
229,7,212,345,1,9.0
230,7,212,394,1,8.0
231,7,212,395,1,7.0
232,7,212,405,1,8.0
233,7,212,412,1,9.0
234,7,212,585,2,14.0
235,7,212,449,1,8.0
236,7,214,285,1,8.0
237,7,238,381,1,9.0
238,7,238,501,1,6.0
239,7,255,396,1,8.0
240,7,255,382,1,10.0
241,7,255,13,1,9.0
242,7,255,212,1,7.0
243,7,255,326,1,7.0
244,7,255,623,1,10.0
245,7,273,623,2,18.0
246,7,276,384,1,6.0
247,7,276,13,1,10.0
248,7,276,212,1,10.0
249,7,302,278,1,7.0
250,7,366,396,19,132.0
251,7,366,212,23,256.0
252,7,381,145,1,9.0
253,7,384,255,1,10.0
254,7,396,512,1,10.0
255,7,396,516,2,22.0
256,7,396,5,2,20.0
257,7,396,519,2,18.0
258,7,396,528,1,8.0
259,7,396,544,1,7.0
260,7,396,38,1,10.0
261,7,396,563,2,19.0
262,7,396,598,4,38.0
263,7,396,619,1,7.0
264,7,396,627,1,9.0
265,7,396,123,1,8.0
266,7,396,145,1,6.0
267,7,396,152,1,11.0
268,7,396,158,2,16.0
269,7,396,160,1,8.0
270,7,396,214,1,10.0
271,7,396,238,2,14.0
272,7,396,255,4,39.0
273,7,396,276,5,59.0
274,7,396,370,1,8.0
275,7,396,453,1,8.0
276,7,396,489,1,6.0
277,7,396,495,3,23.0
278,7,495,335,1,7.0
279,7,544,212,1,9.0
280,7,627,396,1,9.0
281,8,5,396,1,7.0
282,8,5,623,1,7.0
283,8,38,501,1,10.0
284,8,70,627,1,9.0
285,8,103,70,1,9.0
286,8,115,619,1,9.0
287,8,123,278,1,9.0
288,8,141,145,1,12.0
289,8,145,212,1,8.0
290,8,152,623,1,10.0
291,8,158,278,1,9.0
292,8,178,54,1,11.0
293,8,212,12,1,11.0
294,8,212,14,3,26.0
295,8,212,24,1,7.0
296,8,212,63,1,10.0
297,8,212,587,1,9.0
298,8,212,76,1,10.0
299,8,212,616,1,8.0
300,8,212,619,1,7.0
301,8,212,627,3,35.0
302,8,212,128,1,7.0
303,8,212,145,1,10.0
304,8,212,214,2,22.0
305,8,212,232,1,6.0
306,8,212,255,1,8.0
307,8,212,279,1,11.0
308,8,212,302,1,10.0
309,8,212,345,1,8.0
310,8,212,349,1,6.0
311,8,212,370,1,11.0
312,8,212,405,1,10.0
313,8,212,453,1,9.0
314,8,212,495,1,9.0
315,8,214,212,1,9.0
316,8,238,70,1,10.0
317,8,238,254,1,7.0
318,8,238,451,1,8.0
319,8,254,73,1,8.0
320,8,255,384,1,8.0
321,8,255,396,1,10.0
322,8,255,54,1,9.0
323,8,255,609,1,8.0
324,8,273,396,1,11.0
325,8,273,623,1,10.0
326,8,273,212,2,23.0
327,8,276,212,1,9.0
328,8,276,501,1,10.0
329,8,278,51,1,10.0
330,8,278,455,1,12.0
331,8,278,484,1,7.0
332,8,285,187,1,8.0
333,8,302,396,1,12.0
334,8,326,63,1,9.0
335,8,345,384,1,7.0
336,8,345,254,1,7.0
337,8,366,396,32,315.0
338,8,366,212,22,232.0
339,8,370,384,1,8.0
340,8,370,212,2,21.0
341,8,381,26,1,8.0
342,8,396,512,2,19.0
343,8,396,5,1,10.0
344,8,396,519,1,12.0
345,8,396,531,1,6.0
346,8,396,544,1,9.0
347,8,396,38,1,8.0
348,8,396,558,2,13.0
349,8,396,563,2,19.0
350,8,396,598,1,7.0
351,8,396,93,1,11.0
352,8,396,103,1,8.0
353,8,396,627,3,26.0
354,8,396,145,1,10.0
355,8,396,158,2,17.0
356,8,396,160,1,9.0
357,8,396,178,1,7.0
358,8,396,238,2,19.0
359,8,396,255,4,36.0
360,8,396,276,3,27.0
361,8,396,308,1,10.0
362,8,396,370,1,10.0
363,8,396,453,2,21.0
364,8,396,495,2,20.0
365,8,412,560,1,9.0
366,8,489,212,1,9.0
367,8,495,278,1,8.0
368,8,501,238,1,9.0
369,8,505,70,1,10.0
370,8,512,560,1,8.0
371,8,543,212,1,7.0
372,8,545,425,1,10.0
373,8,558,212,1,11.0
374,8,563,212,1,10.0
375,8,563,396,1,10.0
376,8,582,623,1,8.0
377,8,585,623,1,8.0
378,8,585,212,1,11.0
379,8,598,212,1,10.0
380,8,623,114,1,8.0
381,8,623,128,1,11.0
382,8,627,286,1,11.0
383,8,627,560,1,9.0
384,9,5,623,1,10.0
385,9,14,54,1,8.0
386,9,63,13,1,8.0
387,9,63,286,1,8.0
388,9,63,501,1,8.0
389,9,70,505,1,10.0
390,9,103,396,1,7.0
391,9,103,70,1,7.0
392,9,145,286,1,8.0
393,9,158,396,1,8.0
394,9,158,278,1,7.0
395,9,212,512,1,7.0
396,9,212,519,1,7.0
397,9,212,24,1,8.0
398,9,212,25,1,8.0
399,9,212,544,1,8.0
400,9,212,545,1,9.0
401,9,212,38,1,8.0
402,9,212,558,2,20.0
403,9,212,606,1,8.0
404,9,212,528,1,9.0
405,9,212,614,1,10.0
406,9,212,619,1,12.0
407,9,212,627,1,10.0
408,9,212,145,1,9.0
409,9,212,214,1,8.0
410,9,212,215,1,11.0
411,9,212,238,1,7.0
412,9,212,255,4,39.0
413,9,212,273,1,10.0
414,9,212,302,1,10.0
415,9,212,374,1,11.0
416,9,212,405,1,7.0
417,9,212,412,1,9.0
418,9,212,585,2,21.0
419,9,212,449,1,13.0
420,9,212,452,1,10.0
421,9,212,453,1,9.0
422,9,255,70,1,10.0
423,9,255,501,1,12.0
424,9,273,13,1,8.0
425,9,273,278,1,8.0
426,9,276,396,1,8.0
427,9,276,13,1,13.0
428,9,276,286,1,10.0
429,9,276,560,2,18.0
430,9,276,501,1,10.0
431,9,278,353,1,8.0
432,9,308,164,1,8.0
433,9,366,396,26,171.0
434,9,366,212,19,216.0
435,9,381,145,1,12.0
436,9,384,627,1,9.0
437,9,396,512,1,9.0
438,9,396,516,2,16.0
439,9,396,38,4,41.0
440,9,396,563,1,10.0
441,9,396,93,2,16.0
442,9,396,619,1,9.0
443,9,396,627,4,38.0
444,9,396,145,1,9.0
445,9,396,152,1,12.0
446,9,396,158,3,21.0
447,9,396,178,2,17.0
448,9,396,255,6,49.0
449,9,396,276,4,36.0
450,9,396,302,1,9.0
451,9,396,330,1,8.0
452,9,396,414,1,10.0
453,9,396,495,2,19.0
454,9,405,212,1,8.0
455,9,412,560,1,8.0
456,9,412,212,1,9.0
457,9,425,152,1,8.0
458,9,451,195,1,7.0
459,9,489,212,1,9.0
460,9,495,396,1,10.0
461,9,495,335,1,12.0
462,9,519,396,1,9.0
463,9,519,13,2,18.0
464,9,519,254,1,10.0
465,9,563,212,1,10.0
466,9,585,212,1,6.0
467,9,598,212,1,9.0
468,9,616,212,1,7.0
469,9,619,13,1,8.0
470,9,619,68,1,10.0
471,9,619,382,1,9.0
472,9,627,278,1,8.0
473,9,627,70,1,10.0
474,9,627,212,1,9.0
475,10,24,13,1,10.0
476,10,24,278,1,10.0
477,10,38,396,1,7.0
478,10,70,349,1,9.0
479,10,70,276,1,10.0
480,10,103,70,1,10.0
481,10,145,13,1,10.0
482,10,145,381,2,21.0
483,10,152,54,2,22.0
484,10,158,623,1,6.0
485,10,195,623,1,8.0
486,10,212,519,1,8.0
487,10,212,14,2,33.0
488,10,212,544,3,23.0
489,10,212,545,3,26.0
490,10,212,558,1,12.0
491,10,212,565,1,10.0
492,10,212,63,1,9.0
493,10,212,598,1,9.0
494,10,212,93,1,7.0
495,10,212,103,2,16.0
496,10,212,622,2,23.0
497,10,212,627,2,19.0
498,10,212,145,2,18.0
499,10,212,178,1,11.0
500,10,212,214,3,28.0
501,10,212,238,3,34.0
502,10,212,255,3,30.0
503,10,212,275,1,8.0
504,10,212,276,1,5.0
505,10,212,302,2,18.0
506,10,212,323,2,18.0
507,10,212,345,2,21.0
508,10,212,370,1,8.0
509,10,212,412,1,12.0
510,10,212,447,1,8.0
511,10,212,453,1,12.0
512,10,212,487,1,10.0
513,10,212,495,1,9.0
514,10,212,505,1,10.0
515,10,214,623,1,9.0
516,10,215,212,1,9.0
517,10,238,212,1,9.0
518,10,238,396,1,10.0
519,10,255,396,1,9.0
520,10,255,212,2,20.0
521,10,255,381,1,8.0
522,10,273,501,1,8.0
523,10,276,384,1,8.0
524,10,276,13,1,9.0
525,10,276,278,1,8.0
526,10,276,286,1,10.0
527,10,276,425,1,7.0
528,10,276,54,1,8.0
529,10,276,501,1,7.0
530,10,285,545,1,10.0
531,10,286,63,1,10.0
532,10,366,396,36,325.0
533,10,366,212,20,212.0
534,10,370,212,1,9.0
535,10,374,623,1,8.0
536,10,384,627,1,11.0
537,10,396,512,2,16.0
538,10,396,519,2,23.0
539,10,396,544,1,12.0
540,10,396,38,1,9.0
541,10,396,615,1,8.0
542,10,396,614,1,10.0
543,10,396,103,3,25.0
544,10,396,627,2,23.0
545,10,396,145,4,37.0
546,10,396,158,1,10.0
547,10,396,160,2,17.0
548,10,396,178,1,10.0
549,10,396,238,3,24.0
550,10,396,255,3,29.0
551,10,396,273,1,10.0
552,10,396,276,8,85.0
553,10,396,370,1,7.0
554,10,396,495,3,29.0
555,10,412,501,1,11.0
556,10,453,623,1,10.0
557,10,495,13,1,8.0
558,10,495,560,1,7.0
559,10,495,381,1,6.0
560,10,501,238,2,24.0
561,10,501,255,1,7.0
562,10,543,623,1,9.0
563,10,544,212,1,8.0
564,10,560,484,1,10.0
565,10,563,212,1,9.0
566,10,563,396,1,11.0
567,10,585,623,1,11.0
568,10,585,212,1,11.0
569,10,598,212,1,8.0
570,10,619,278,1,6.0
571,10,619,164,1,6.0
572,10,619,54,1,9.0
573,10,622,212,1,10.0
574,10,623,76,1,10.0
575,10,623,543,1,10.0
576,10,623,370,1,8.0
577,10,623,453,2,20.0
578,10,623,488,1,11.0
579,10,627,384,1,8.0
580,10,627,623,2,16.0
581,11,13,24,1,7.0
582,11,13,276,1,9.0
583,11,38,70,1,10.0
584,11,38,396,1,6.0
585,11,38,212,2,17.0
586,11,38,501,1,7.0
587,11,54,353,1,8.0
588,11,68,276,1,10.0
589,11,68,196,1,10.0
590,11,70,38,1,11.0
591,11,70,619,1,10.0
592,11,73,254,1,9.0
593,11,93,425,1,9.0
594,11,145,326,1,9.0
595,11,145,70,1,8.0
596,11,152,326,1,8.0
597,11,152,623,1,10.0
598,11,164,544,1,9.0
599,11,164,495,1,7.0
600,11,178,70,1,8.0
601,11,178,212,1,8.0
602,11,180,555,1,10.0
603,11,212,5,2,22.0
604,11,212,8,1,11.0
605,11,212,16,1,10.0
606,11,212,24,3,20.0
607,11,212,25,1,11.0
608,11,212,544,1,11.0
609,11,212,42,2,21.0
610,11,212,76,1,8.0
611,11,212,606,1,7.0
612,11,212,528,1,8.0
613,11,212,619,1,12.0
614,11,212,622,1,11.0
615,11,212,627,3,30.0
616,11,212,145,1,9.0
617,11,212,205,1,9.0
618,11,212,214,3,22.0
619,11,212,221,1,8.0
620,11,212,231,1,6.0
621,11,212,238,2,17.0
622,11,212,255,3,33.0
623,11,212,276,3,28.0
624,11,212,563,1,7.0
625,11,212,345,2,24.0
626,11,212,353,2,19.0
627,11,212,370,1,9.0
628,11,212,407,1,10.0
629,11,212,412,1,8.0
630,11,212,442,1,9.0
631,11,212,487,1,9.0
632,11,212,495,1,10.0
633,11,212,500,1,9.0
634,11,212,505,3,30.0
635,11,214,382,1,10.0
636,11,238,13,1,8.0
637,11,238,555,1,7.0
638,11,238,560,1,10.0
639,11,238,88,1,10.0
640,11,238,382,1,10.0
641,11,254,391,1,7.0
642,11,254,238,1,10.0
643,11,255,278,1,8.0
644,11,255,560,1,8.0
645,11,255,70,1,7.0
646,11,255,13,1,9.0
647,11,276,396,1,9.0
648,11,276,278,1,11.0
649,11,276,68,1,9.0
650,11,276,382,1,12.0
651,11,276,254,1,9.0
652,11,278,92,1,10.0
653,11,278,302,1,6.0
654,11,278,397,1,10.0
655,11,278,447,1,7.0
656,11,286,519,1,11.0
657,11,302,164,1,11.0
658,11,302,335,1,10.0
659,11,308,501,1,12.0
660,11,323,623,1,7.0
661,11,326,255,1,10.0
662,11,335,495,1,7.0
663,11,349,13,1,10.0
664,11,366,396,20,202.0
665,11,366,212,23,245.0
666,11,384,519,1,11.0
667,11,384,276,1,12.0
668,11,395,623,1,7.0
669,11,396,516,2,17.0
670,11,396,5,1,6.0
671,11,396,519,1,9.0
672,11,396,8,1,10.0
673,11,396,531,1,8.0
674,11,396,615,1,9.0
675,11,396,558,1,11.0
676,11,396,563,2,21.0
677,11,396,103,1,12.0
678,11,396,627,3,34.0
679,11,396,152,1,6.0
680,11,396,214,2,16.0
681,11,396,255,5,59.0
682,11,396,276,7,65.0
683,11,396,302,1,10.0
684,11,396,308,2,20.0
685,11,396,370,3,28.0
686,11,396,414,1,12.0
687,11,396,489,1,10.0
688,11,396,495,4,36.0
689,11,425,619,1,10.0
690,11,447,335,1,9.0
691,11,449,13,1,11.0
692,11,487,212,1,8.0
693,11,495,560,1,8.0
694,11,495,548,1,10.0
695,11,495,335,1,9.0
696,11,501,276,1,9.0
697,11,501,349,1,10.0
698,11,505,286,1,10.0
699,11,519,623,1,10.0
700,11,531,396,1,7.0
701,11,544,286,1,9.0
702,11,558,13,1,7.0
703,11,560,84,1,11.0
704,11,560,255,1,8.0
705,11,585,212,1,9.0
706,11,598,70,1,8.0
707,11,598,212,1,8.0
708,11,598,54,1,10.0
709,11,614,396,1,9.0
710,11,614,54,1,11.0
711,11,616,285,1,10.0
712,11,619,286,1,10.0
713,11,619,54,1,10.0
714,11,623,93,1,7.0
715,11,623,370,1,8.0
716,11,627,278,3,26.0
717,11,627,70,1,9.0
718,11,627,254,1,10.0
719,11,627,501,1,10.0
720,12,5,70,1,7.0
721,12,8,13,2,20.0
722,12,8,212,1,8.0
723,12,13,544,1,10.0
724,12,13,145,1,8.0
725,12,38,501,1,10.0
726,12,42,560,1,9.0
727,12,54,24,1,11.0
728,12,54,318,1,12.0
729,12,70,16,1,10.0
730,12,70,63,1,10.0
731,12,70,302,1,10.0
732,12,84,278,1,8.0
733,12,117,212,1,7.0
734,12,128,54,1,13.0
735,12,145,396,1,9.0
736,12,145,278,1,10.0
737,12,164,255,2,21.0
738,12,212,12,1,9.0
739,12,212,14,1,9.0
740,12,212,16,1,8.0
741,12,212,42,1,7.0
742,12,212,615,1,7.0
743,12,212,558,1,7.0
744,12,212,565,1,8.0
745,12,212,574,1,8.0
746,12,212,76,1,6.0
747,12,212,93,1,10.0
748,12,212,614,1,9.0
749,12,212,616,2,21.0
750,12,212,627,6,56.0
751,12,212,163,1,8.0
752,12,212,214,3,32.0
753,12,212,253,1,8.0
754,12,212,255,2,16.0
755,12,212,273,1,8.0
756,12,212,276,1,8.0
757,12,212,349,1,7.0
758,12,212,405,2,17.0
759,12,212,585,1,9.0
760,12,212,453,3,23.0
761,12,212,487,2,19.0
762,12,212,495,1,10.0
763,12,221,501,1,11.0
764,12,238,70,1,8.0
765,12,238,404,1,7.0
766,12,255,396,1,8.0
767,12,255,54,2,16.0
768,12,255,70,1,10.0
769,12,255,13,1,8.0
770,12,255,212,1,11.0
