,num_infected,cities_infected,num_interactions
0,5000.0,1,0
1,5875.0,4,3
2,7203.0,14,12
3,9006.0,34,32
4,11016.0,53,42
5,13334.0,73,67
6,16204.0,85,96
7,19932.0,97,115
8,24250.0,112,142
9,29535.0,128,182
10,35946.0,140,201
11,43628.0,152,254
12,52994.0,163,332
13,64303.0,176,371
14,78094.0,188,448
15,95516.0,204,557
16,116519.0,225,613
17,141576.0,238,733
18,172700.0,250,828
19,211146.0,262,936
20,256826.0,274,1052
21,312813.0,290,1176
22,381472.0,299,1281
23,464187.0,312,1429
24,565426.0,322,1502
25,690776.0,332,1622
26,844021.0,342,1749
27,1028594.0,347,1834
28,1253717.0,359,1925
29,1528665.0,367,2026
30,1866794.0,374,2166
31,2278192.0,383,2227
32,2788073.0,388,2320
33,3408476.0,400,2390
34,4171067.0,407,2473
35,5092210.0,418,2537
36,6227109.0,430,2602
