,time,departure_city,arrival_city,departing_infected,arriving_infected
0,0,366,396,31,261.0
1,0,366,212,32,313.0
2,1,212,8,2,20.0
3,1,212,616,1,8.0
4,1,212,627,1,6.0
5,1,212,200,1,7.0
6,1,212,370,1,10.0
7,1,212,388,1,12.0
8,1,212,585,1,8.0
9,1,366,396,21,210.0
10,1,366,212,26,221.0
11,1,396,544,1,11.0
12,1,396,614,1,7.0
13,1,396,145,1,7.0
14,1,396,255,2,20.0
15,1,396,273,2,20.0
16,1,396,276,1,7.0
17,2,212,531,1,7.0
18,2,212,545,1,7.0
19,2,212,349,1,8.0
20,2,212,405,1,10.0
21,2,212,495,1,9.0
22,2,255,212,1,8.0
23,2,366,396,18,164.0
24,2,366,212,15,144.0
25,2,366,501,1,2.0
26,2,396,516,1,6.0
27,2,396,619,1,8.0
28,2,396,627,2,18.0
29,2,396,255,2,12.0
30,2,396,276,1,6.0
31,2,396,308,1,7.0
32,2,396,495,1,8.0
33,2,616,623,1,11.0
34,3,8,212,2,17.0
35,3,212,8,1,9.0
36,3,212,25,1,11.0
37,3,212,574,1,8.0
38,3,212,178,1,9.0
39,3,212,255,1,8.0
40,3,212,449,1,6.0
41,3,212,491,1,7.0
42,3,212,495,1,7.0
43,3,255,326,1,8.0
44,3,273,501,1,9.0
45,3,366,396,19,208.0
46,3,366,212,22,195.0
47,3,396,516,1,8.0
48,3,396,5,1,8.0
49,3,396,519,1,8.0
50,3,396,544,1,8.0
51,3,396,563,1,9.0
52,3,396,214,1,6.0
53,3,396,238,1,8.0
54,3,396,385,1,9.0
55,3,396,453,1,7.0
56,3,396,495,1,8.0
57,4,212,14,1,10.0
58,4,212,24,1,8.0
59,4,212,558,1,9.0
60,4,212,279,1,8.0
61,4,212,453,1,9.0
62,4,255,212,1,7.0
63,4,255,501,1,9.0
64,4,276,396,1,8.0
65,4,366,396,12,99.0
66,4,366,212,18,157.0
67,4,385,501,1,7.0
68,4,396,516,1,7.0
69,4,396,558,2,14.0
70,4,396,103,2,13.0
71,4,396,616,1,8.0
72,4,396,627,1,7.0
73,4,396,123,1,10.0
74,4,396,158,1,8.0
75,4,396,255,3,26.0
76,4,396,276,1,7.0
77,4,396,366,1,8.0
78,4,396,370,1,8.0
79,4,396,453,1,7.0
80,4,453,326,1,9.0
81,4,495,381,1,8.0
82,4,563,396,1,9.0
83,5,14,212,1,8.0
84,5,25,212,1,9.0
85,5,212,40,1,8.0
86,5,212,619,1,8.0
87,5,212,627,2,18.0
88,5,212,407,2,18.0
89,5,212,414,1,9.0
90,5,212,585,1,7.0
91,5,255,382,1,7.0
92,5,255,212,1,9.0
93,5,276,286,1,9.0
94,5,366,396,14,118.0
95,5,366,212,17,154.0
96,5,366,501,1,2.0
97,5,396,544,1,8.0
98,5,396,615,1,9.0
99,5,396,563,1,8.0
100,5,396,178,1,10.0
101,5,396,214,1,9.0
102,5,396,238,1,9.0
103,5,396,255,1,10.0
104,5,396,414,1,8.0
105,5,396,495,1,9.0
106,5,453,212,1,9.0
107,5,623,407,1,6.0
108,6,5,212,1,7.0
109,6,178,212,1,8.0
110,6,212,158,1,9.0
111,6,212,273,1,9.0
112,6,212,276,1,7.0
113,6,212,345,1,8.0
114,6,212,349,1,9.0
115,6,212,412,1,5.0
116,6,212,487,1,10.0
117,6,214,382,1,7.0
118,6,366,396,15,150.0
119,6,366,212,13,113.0
120,6,382,318,1,6.0
121,6,396,519,1,9.0
122,6,396,528,1,7.0
123,6,396,93,1,8.0
124,6,396,103,1,8.0
125,6,396,123,1,8.0
126,6,396,145,1,5.0
127,6,396,238,1,10.0
128,6,396,273,1,10.0
129,6,396,276,1,8.0
130,6,396,308,1,6.0
131,6,396,370,1,8.0
132,6,558,286,1,8.0
133,6,585,212,1,6.0
134,6,615,212,1,10.0
135,6,619,623,1,9.0
136,6,623,494,1,9.0
137,6,627,278,1,11.0
138,7,158,278,1,7.0
139,7,212,8,1,9.0
140,7,212,544,1,6.0
141,7,212,574,1,6.0
142,7,212,63,1,8.0
143,7,212,93,1,7.0
144,7,212,627,3,26.0
145,7,212,195,1,8.0
146,7,212,197,1,8.0
147,7,212,214,1,10.0
148,7,212,232,1,8.0
149,7,212,273,1,8.0
150,7,212,374,1,10.0
151,7,212,414,1,7.0
152,7,212,585,1,8.0
153,7,212,495,1,9.0
154,7,214,384,1,9.0
155,7,273,212,1,10.0
156,7,366,396,10,94.0
157,7,366,212,9,82.0
158,7,396,519,2,18.0
159,7,396,33,1,10.0
160,7,396,38,2,20.0
161,7,396,103,1,8.0
162,7,396,619,1,6.0
163,7,396,627,1,6.0
164,7,396,152,1,7.0
165,7,396,178,1,8.0
166,7,396,238,1,9.0
167,7,396,302,2,17.0
168,7,453,623,1,7.0
169,7,487,212,1,9.0
170,7,495,212,1,8.0
171,7,516,396,1,8.0
172,7,558,13,1,8.0
173,7,619,425,1,9.0
174,7,619,501,1,7.0
175,8,178,560,1,8.0
176,8,212,545,1,9.0
177,8,212,582,1,7.0
178,8,212,627,1,9.0
179,8,212,238,1,7.0
180,8,212,275,1,10.0
181,8,212,302,1,8.0
182,8,212,374,1,10.0
183,8,212,407,1,7.0
184,8,238,382,1,8.0
185,8,278,353,1,8.0
186,8,302,141,1,10.0
187,8,366,396,4,30.0
188,8,366,212,5,37.0
189,8,370,286,1,5.0
190,8,382,81,1,7.0
191,8,396,627,1,6.0
192,8,396,158,1,9.0
193,8,396,160,1,5.0
194,8,396,255,3,23.0
195,8,396,276,1,9.0
196,8,396,345,1,8.0
197,8,396,370,1,9.0
198,8,396,414,1,7.0
199,8,396,489,1,8.0
200,8,396,495,1,8.0
201,8,407,623,1,7.0
202,8,495,396,1,5.0
203,8,616,286,1,8.0
204,9,33,54,1,10.0
205,9,152,623,1,9.0
206,9,158,278,1,11.0
207,9,212,76,2,16.0
208,9,212,598,1,6.0
209,9,212,627,1,7.0
210,9,212,128,1,10.0
211,9,212,163,1,8.0
212,9,212,255,2,13.0
213,9,212,302,1,8.0
214,9,212,405,1,10.0
215,9,212,412,1,8.0
216,9,212,487,1,8.0
217,9,214,212,1,7.0
218,9,255,609,1,8.0
219,9,366,396,7,62.0
220,9,366,212,2,16.0
221,9,370,164,1,8.0
222,9,388,212,1,8.0
223,9,396,5,1,9.0
224,9,396,24,1,9.0
225,9,396,558,2,17.0
226,9,396,627,1,9.0
227,9,396,145,1,7.0
228,9,396,152,1,8.0
229,9,396,178,1,10.0
230,9,396,238,1,9.0
231,9,495,54,1,9.0
232,9,519,254,1,9.0
233,9,544,286,1,9.0
234,9,623,63,1,6.0
235,9,623,353,1,6.0
236,9,627,382,1,8.0
237,10,24,560,1,7.0
238,10,54,14,1,10.0
239,10,63,623,1,10.0
240,10,123,560,1,7.0
241,10,152,54,1,9.0
242,10,178,212,1,8.0
243,10,212,545,1,7.0
244,10,212,42,1,8.0
245,10,212,606,1,8.0
246,10,212,627,1,6.0
