,num_infected,cities_infected,num_interactions
0,3000,1,0
1,2905,3,2
2,2827,12,11
3,2812,21,13
4,2803,31,22
5,2625,36,18
6,2573,42,15
7,2598,51,30
8,2538,58,21
9,2424,65,24
10,2303,68,25
11,2222,74,29
12,2103,78,27
13,1903,80,20
14,1783,79,25
15,1771,78,31
16,1720,71,25
17,1626,72,25
18,1585,73,30
19,1558,70,24
20,1450,68,22
21,1349,64,20
22,1252,68,17
23,1161,65,16
24,1119,66,22
25,1023,66,14
26,934,63,13
27,898,65,19
28,832,62,14
29,793,61,15
30,756,58,15
31,670,54,9
32,575,52,5
33,542,49,10
34,513,50,10
35,461,49,8
36,393,45,4
