,num_infected,cities_infected,num_interactions
0,2000.0,1,0
1,2328.0,3,2
2,2882.0,11,11
3,3598.0,21,18
4,4500.0,28,18
5,5500.0,42,37
6,6831.0,60,53
7,8378.0,70,61
8,10390.0,81,81
9,12283.0,89,81
10,14720.0,102,113
11,17710.0,114,126
12,21648.0,129,163
13,26238.0,141,215
14,31555.0,153,241
15,38518.0,164,313
16,46936.0,175,369
17,56897.0,190,414
18,69510.0,203,505
19,85048.0,216,572
20,103226.0,226,654
21,125827.0,239,759
22,153676.0,251,862
23,186859.0,261,980
24,228466.0,274,1093
25,278700.0,285,1190
26,340896.0,299,1306
27,416077.0,307,1408
28,508999.0,316,1534
29,621086.0,327,1615
30,759323.0,338,1786
31,925484.0,347,1822
32,1133576.0,353,1957
33,1384212.0,363,2027
34,1694555.0,371,2119
35,2073142.0,378,2202
36,2531502.0,392,2297
