,num_infected,cities_infected,num_interactions
0,4000.0,1,0
1,4350.0,3,2
2,4770.0,10,9
3,5306.0,24,22
4,5883.0,42,36
5,6515.0,61,51
6,7168.0,73,53
7,7961.0,81,58
8,8623.0,92,69
9,9334.0,99,83
10,9995.0,108,84
11,10920.0,113,96
12,11777.0,119,108
13,12914.0,126,128
14,14208.0,133,147
15,15472.0,139,156
16,16564.0,146,156
17,17995.0,155,199
18,19612.0,162,209
19,21335.0,164,206
20,22854.0,168,213
21,24933.0,184,271
22,27277.0,189,295
23,29461.0,189,300
24,32388.0,197,347
25,35342.0,209,360
26,38621.0,214,374
27,42456.0,221,414
28,46311.0,225,483
29,50728.0,229,521
30,55532.0,234,557
31,60176.0,240,539
32,65272.0,241,568
33,71191.0,244,641
34,78179.0,252,696
35,85616.0,260,731
36,93716.0,266,783
