,num_infected,cities_infected,num_interactions
0,4000.0,1,0
1,4160.0,3,2
2,4466.0,14,13
3,4523.0,23,18
4,4620.0,37,24
5,4634.0,47,24
6,4791.0,59,38
7,4761.0,66,34
8,4895.0,73,36
9,5093.0,83,62
10,5484.0,89,59
11,5668.0,94,66
12,5717.0,98,53
13,6019.0,108,83
14,6245.0,113,76
15,6358.0,121,72
16,6412.0,124,77
17,6655.0,130,90
18,6839.0,131,85
19,6907.0,131,81
20,6908.0,133,80
21,7010.0,137,87
22,7093.0,138,89
23,7132.0,140,90
24,7233.0,137,88
25,7429.0,143,109
26,7692.0,144,115
27,7717.0,143,93
28,7864.0,143,107
29,7886.0,143,100
30,8050.0,145,113
31,8247.0,149,112
32,8294.0,151,104
33,8491.0,152,116
34,8697.0,155,121
35,8900.0,153,127
36,8980.0,157,115
