,time,departure_city,arrival_city,departing_infected,arriving_infected
0,0,366,396,5,45.0
1,0,366,212,6,72.0
2,1,212,40,1,10.0
3,1,212,565,1,8.0
4,1,212,619,1,11.0
5,1,212,563,1,11.0
6,1,366,396,8,72.0
7,1,366,212,9,82.0
8,1,396,627,1,9.0
9,2,212,63,1,7.0
10,2,212,93,2,19.0
11,2,212,627,1,10.0
12,2,212,221,1,12.0
13,2,212,255,1,15.0
14,2,366,396,15,170.0
15,2,366,212,6,52.0
16,2,396,73,1,9.0
17,2,396,255,1,8.0
18,2,396,276,1,11.0
19,2,396,302,1,10.0
20,3,212,24,1,9.0
21,3,212,214,1,7.0
22,3,212,407,1,9.0
23,3,255,396,1,9.0
24,3,276,278,1,8.0
25,3,366,396,14,129.0
26,3,366,212,10,79.0
27,3,396,619,2,25.0
28,3,396,158,1,10.0
29,3,396,255,1,10.0
30,3,396,273,1,9.0
31,3,396,495,1,13.0
32,3,563,396,1,8.0
33,4,73,54,1,8.0
34,4,212,12,1,9.0
35,4,212,565,1,12.0
36,4,212,622,1,10.0
37,4,212,123,1,11.0
38,4,212,158,1,10.0
39,4,212,163,1,10.0
40,4,212,178,2,24.0
41,4,212,214,1,10.0
42,4,212,391,1,10.0
43,4,212,585,1,10.0
44,4,212,442,1,9.0
45,4,255,623,1,10.0
46,4,276,560,1,11.0
47,4,278,125,1,11.0
48,4,302,278,1,11.0
49,4,366,396,13,141.0
50,4,366,212,9,102.0
51,4,396,516,1,9.0
52,4,396,544,2,22.0
53,4,396,615,1,8.0
54,4,396,563,1,10.0
55,4,396,145,1,11.0
56,4,396,238,2,16.0
57,4,396,276,4,37.0
58,4,396,374,1,8.0
59,4,396,453,2,19.0
60,4,565,425,2,17.0
61,5,163,212,1,9.0
62,5,212,544,1,11.0
63,5,212,178,1,11.0
64,5,212,255,2,27.0
65,5,212,487,1,10.0
66,5,255,560,1,9.0
67,5,255,623,1,8.0
68,5,366,396,11,87.0
69,5,366,212,7,80.0
70,5,391,623,1,9.0
71,5,396,528,1,8.0
72,5,396,531,1,10.0
73,5,396,563,1,12.0
74,5,396,627,1,12.0
75,5,396,145,1,13.0
76,5,396,238,1,11.0
77,5,396,255,1,11.0
78,5,396,276,1,9.0
79,5,396,302,1,13.0
80,5,396,370,2,16.0
81,5,495,278,1,10.0
82,5,563,396,1,9.0
83,5,623,361,1,8.0
84,6,63,212,1,11.0
85,6,158,54,1,12.0
86,6,178,278,1,10.0
87,6,212,614,1,9.0
88,6,212,221,1,9.0
89,6,212,276,1,11.0
90,6,212,385,1,12.0
91,6,214,212,1,10.0
92,6,238,560,1,11.0
93,6,255,212,1,11.0
94,6,276,623,1,8.0
95,6,366,396,10,94.0
96,6,366,212,11,117.0
97,6,374,54,1,7.0
98,6,396,544,2,20.0
99,6,396,63,1,9.0
100,6,396,598,1,7.0
101,6,396,103,1,9.0
102,6,396,627,2,16.0
103,6,396,255,5,55.0
104,6,396,276,1,9.0
105,6,396,302,1,12.0
106,6,396,495,1,13.0
107,6,544,212,2,20.0
108,6,619,382,1,12.0
109,6,627,396,1,10.0
110,7,63,623,1,10.0
111,7,212,12,1,12.0
112,7,212,544,1,12.0
113,7,212,606,1,8.0
114,7,212,145,1,7.0
115,7,212,214,2,19.0
116,7,212,232,1,8.0
117,7,212,238,1,7.0
118,7,212,276,1,9.0
119,7,212,302,1,9.0
120,7,212,585,1,11.0
121,7,212,452,1,9.0
122,7,221,501,1,10.0
123,7,255,501,1,8.0
124,7,276,396,1,12.0
125,7,278,51,1,10.0
126,7,366,396,14,198.0
127,7,366,212,11,113.0
128,7,396,528,1,10.0
129,7,396,544,1,10.0
130,7,396,38,2,18.0
131,7,396,563,2,14.0
132,7,396,627,3,40.0
133,7,396,158,1,9.0
134,7,396,238,1,13.0
135,7,396,255,1,7.0
136,7,396,276,1,10.0
137,7,396,489,1,11.0
138,7,544,216,1,8.0
139,7,544,501,1,9.0
140,7,619,68,1,9.0
141,7,619,212,2,22.0
142,7,627,212,1,10.0
143,8,12,13,1,8.0
144,8,93,623,1,12.0
145,8,123,212,1,10.0
146,8,145,501,1,8.0
147,8,178,212,1,10.0
148,8,212,544,1,13.0
149,8,212,40,1,9.0
150,8,212,93,1,13.0
151,8,212,117,1,9.0
152,8,212,152,1,10.0
153,8,212,178,1,9.0
154,8,212,214,1,10.0
155,8,212,221,1,12.0
156,8,212,255,1,12.0
157,8,212,276,2,20.0
158,8,212,370,1,8.0
159,8,212,407,1,11.0
160,8,221,501,1,12.0
161,8,238,623,1,13.0
162,8,276,396,2,23.0
163,8,276,278,1,10.0
164,8,276,560,1,8.0
165,8,276,212,1,7.0
166,8,302,141,1,9.0
167,8,302,626,1,10.0
168,8,366,396,14,165.0
169,8,366,212,9,81.0
170,8,370,396,1,11.0
171,8,374,623,1,12.0
172,8,374,254,1,13.0
173,8,385,164,1,10.0
174,8,396,512,1,11.0
175,8,396,5,1,8.0
176,8,396,519,2,22.0
177,8,396,24,1,9.0
178,8,396,38,1,9.0
179,8,396,563,1,11.0
180,8,396,614,1,8.0
181,8,396,619,2,20.0
182,8,396,627,2,24.0
183,8,396,145,1,12.0
184,8,396,160,1,10.0
185,8,396,238,1,10.0
186,8,396,255,4,53.0
187,8,396,276,3,36.0
188,8,396,302,2,16.0
189,8,396,308,1,10.0
190,8,396,453,1,11.0
191,8,396,495,1,10.0
192,8,425,63,1,10.0
193,8,563,396,1,11.0
194,8,565,212,1,12.0
195,8,619,381,1,11.0
196,8,619,623,1,8.0
197,8,623,5,1,9.0
198,8,623,200,1,10.0
199,8,623,453,1,11.0
200,8,627,278,1,12.0
201,8,627,560,1,10.0
202,9,5,54,1,11.0
203,9,13,8,1,10.0
204,9,38,70,1,9.0
205,9,63,212,1,9.0
206,9,63,501,1,13.0
207,9,93,254,1,9.0
208,9,93,70,1,12.0
209,9,123,396,1,11.0
210,9,158,278,1,9.0
211,9,212,545,2,22.0
212,9,212,76,1,8.0
213,9,212,93,1,10.0
214,9,212,606,1,11.0
215,9,212,614,1,8.0
216,9,212,627,1,8.0
217,9,212,145,1,8.0
218,9,212,178,2,19.0
