,num_infected,cities_infected,num_interactions
0,2000.0,1,0
1,2281.0,3,2
2,2644.0,12,11
3,2892.0,23,16
4,3170.0,32,17
5,3447.0,44,28
6,3780.0,56,29
7,4133.0,62,37
8,4399.0,69,40
9,4714.0,82,41
10,5040.0,85,46
11,5425.0,89,51
12,5908.0,94,68
13,6250.0,99,60
14,6877.0,108,80
15,7540.0,117,78
16,8254.0,125,100
17,8775.0,124,89
18,9605.0,127,112
19,10363.0,129,111
20,11073.0,133,132
21,11798.0,140,129
22,12821.0,153,160
23,13668.0,156,142
24,14926.0,163,176
25,16121.0,169,191
26,17458.0,176,197
27,19075.0,180,234
28,20578.0,189,234
29,22363.0,194,256
30,24607.0,204,307
31,26669.0,201,298
32,29047.0,200,321
33,31629.0,208,359
34,34408.0,208,385
35,37173.0,216,381
36,40921.0,217,437
