,num_infected,cities_infected,num_interactions
0,3000.0,1,0
1,3163.0,3,2
2,3396.0,9,8
3,3704.0,16,11
4,3989.0,29,19
5,4396.0,39,21
6,4754.0,51,26
7,5120.0,63,37
8,5606.0,71,39
9,6245.0,83,66
10,6822.0,92,63
11,7388.0,105,73
12,7937.0,107,73
13,8686.0,115,91
14,9458.0,124,94
15,10297.0,127,99
16,11294.0,133,136
17,12326.0,140,129
18,13522.0,148,160
19,14792.0,150,183
20,15941.0,156,169
21,17050.0,162,172
22,18415.0,169,199
23,19607.0,174,192
24,21547.0,184,248
25,23584.0,190,272
26,25201.0,196,255
27,27405.0,199,301
28,29512.0,206,313
29,32177.0,213,357
30,34722.0,215,352
31,37813.0,220,420
32,41394.0,230,444
33,45029.0,234,455
34,49354.0,233,498
35,53598.0,235,531
36,58402.0,234,547
