,num_infected,cities_infected,num_interactions
0,4000.0,1,0
1,4665.0,3,2
2,5453.0,8,7
3,6709.0,24,22
4,8048.0,37,28
5,9830.0,52,45
6,11687.0,64,53
7,14244.0,82,75
8,17044.0,93,103
9,20658.0,105,126
10,24925.0,119,157
11,29989.0,129,192
12,37238.0,145,258
13,44994.0,152,279
14,55196.0,164,364
15,66867.0,175,434
16,80526.0,186,488
17,97882.0,196,568
18,119578.0,214,677
19,145144.0,227,774
20,177194.0,246,874
21,215265.0,255,996
22,263852.0,272,1136
23,321295.0,290,1209
24,392777.0,301,1366
25,479981.0,311,1493
26,586329.0,321,1577
27,716108.0,331,1681
28,873156.0,338,1756
29,1065313.0,348,1853
30,1301445.0,351,1965
31,1590006.0,359,2065
32,1941642.0,368,2151
33,2373526.0,375,2211
34,2903889.0,384,2305
35,3546380.0,398,2415
36,4336503.0,409,2503
