,num_infected,cities_infected,num_interactions
0,5000.0,1,0
1,4558.0,3,2
2,4166.0,11,10
3,3769.0,20,15
4,3381.0,35,23
5,3057.0,40,18
6,2781.0,53,21
7,2465.0,55,21
8,2196.0,63,23
9,1913.0,62,17
10,1725.0,58,22
11,1549.0,57,21
12,1328.0,58,13
13,1117.0,58,9
14,999.0,56,17
15,938.0,54,18
16,833.0,53,13
17,719.0,50,12
18,622.0,49,10
19,522.0,48,6
20,434.0,43,5
21,433.0,38,13
22,359.0,36,4
23,346.0,34,10
24,275.0,30,2
25,231.0,27,4
26,194.0,27,3
27,168.0,24,3
28,149.0,22,3
29,126.0,21,2
30,103.0,19,2
31,71.0,13,0
32,61.0,11,1
33,45.0,11,0
34,38.0,11,1
35,24.0,7,0
36,15.0,3,0
