,num_infected,cities_infected,num_interactions
0,3000.0,1,0
1,3266.0,3,2
2,3684.0,11,11
3,3934.0,20,14
4,4232.0,33,24
5,4607.0,45,33
6,4932.0,52,34
7,5510.0,59,38
8,6007.0,73,52
9,6538.0,81,59
10,7248.0,87,66
11,7852.0,98,79
12,8465.0,106,78
13,9183.0,119,87
14,9923.0,121,100
15,10827.0,127,116
16,11808.0,129,135
17,13049.0,135,140
18,14566.0,143,183
19,15884.0,149,172
20,17155.0,159,179
21,18624.0,166,196
22,19775.0,169,196
23,21367.0,173,240
24,23175.0,181,250
25,25176.0,189,274
26,27566.0,194,311
27,30023.0,204,310
28,33104.0,209,363
29,35959.0,217,378
30,39102.0,224,405
31,42581.0,229,440
32,46301.0,233,460
33,50448.0,236,503
34,55056.0,240,555
35,59899.0,238,554
36,65760.0,238,630
