,num_infected,cities_infected,num_interactions
0,4000,1,0
1,3671,3,2
2,3280,8,7
3,2967,15,11
4,2731,26,16
5,2550,39,23
6,2277,46,23
7,2099,55,23
8,1898,58,24
9,1712,62,25
10,1545,62,18
11,1446,65,27
12,1310,66,26
13,1124,65,14
14,1048,66,23
15,923,67,15
16,816,65,16
17,662,52,5
18,599,47,11
19,501,43,6
20,443,43,8
21,377,36,7
22,308,32,3
23,261,32,3
24,223,29,4
25,195,25,4
26,159,20,2
27,156,19,6
28,137,18,3
29,119,18,2
30,96,16,1
31,92,15,3
32,105,15,5
33,76,12,0
34,71,12,2
35,50,11,0
36,41,9,1
