,num_infected,cities_infected,num_interactions
0,2000.0,1,0
1,2374.0,3,2
2,3019.0,8,7
3,3629.0,19,17
4,4264.0,30,24
5,5304.0,44,31
6,6387.0,57,44
7,7741.0,67,51
8,9264.0,74,63
9,11023.0,90,81
10,13527.0,102,102
11,16422.0,111,119
12,19799.0,120,142
13,24198.0,132,208
14,29680.0,144,237
15,36293.0,168,316
16,44067.0,174,339
17,53714.0,191,395
18,65665.0,204,495
19,79802.0,215,568
20,97145.0,230,652
21,118671.0,235,741
22,143484.0,243,823
23,174930.0,256,933
24,213854.0,267,1060
25,260155.0,271,1156
26,318599.0,284,1316
27,386436.0,298,1397
28,473567.0,313,1514
29,578389.0,325,1575
30,706513.0,331,1704
31,861975.0,336,1811
32,1055466.0,347,1882
33,1287988.0,355,2003
34,1573114.0,369,2090
35,1927336.0,372,2134
36,2355132.0,375,2261
