,num_infected,cities_infected,num_interactions
0,2000.0,1,0
1,2458.0,3,2
2,2881.0,7,6
3,3442.0,15,11
4,4180.0,29,24
5,5198.0,42,31
6,6443.0,62,47
7,7924.0,82,61
8,9717.0,90,72
9,11896.0,98,92
10,14511.0,110,113
11,17730.0,115,154
12,21777.0,128,192
13,26511.0,138,229
14,32520.0,148,279
15,39457.0,162,298
16,47613.0,175,337
17,57659.0,195,433
18,70064.0,206,506
19,84994.0,220,587
20,103553.0,234,677
21,127317.0,244,809
22,155715.0,251,893
23,189885.0,263,984
24,231907.0,275,1141
25,283542.0,282,1203
26,345993.0,292,1313
27,422113.0,305,1435
28,515332.0,313,1546
29,630044.0,321,1642
30,770154.0,336,1748
31,941756.0,348,1852
32,1153757.0,354,1937
33,1412981.0,362,2034
34,1726915.0,373,2132
35,2104096.0,378,2213
36,2568540.0,383,2281
