,num_infected,cities_infected,num_interactions
0,2000.0,1,0
1,2389.0,3,2
2,2831.0,6,5
3,3396.0,14,13
4,4008.0,23,15
5,4886.0,37,24
6,6064.0,55,46
7,7425.0,74,60
8,8805.0,83,56
9,10542.0,91,68
10,13053.0,103,101
11,16062.0,116,130
12,19521.0,130,154
13,23703.0,140,194
14,28963.0,154,248
15,35230.0,166,276
16,42692.0,171,298
17,51520.0,181,372
18,62750.0,188,449
19,76131.0,198,502
20,92954.0,213,591
21,113694.0,230,708
22,139091.0,248,805
23,169769.0,261,891
24,206022.0,266,984
25,250325.0,280,1140
26,305900.0,287,1242
27,372787.0,297,1352
28,454207.0,306,1443
29,554403.0,316,1569
30,676987.0,326,1675
31,827481.0,333,1779
32,1008654.0,344,1874
33,1233058.0,354,1977
34,1506914.0,363,2052
35,1841626.0,374,2171
36,2253149.0,378,2217
