,num_infected,cities_infected,num_interactions
0,4000.0,1,0
1,4747.0,3,2
2,5745.0,13,13
3,7010.0,28,26
4,8772.0,45,40
5,10680.0,62,54
6,12844.0,75,67
7,15295.0,87,82
8,18436.0,100,101
9,22665.0,109,144
10,27506.0,125,170
11,33493.0,140,209
12,41090.0,155,288
13,50353.0,164,332
14,62198.0,172,419
15,75907.0,183,483
16,92900.0,197,550
17,113041.0,214,645
18,137891.0,234,779
19,167561.0,248,825
20,204005.0,259,961
21,247998.0,279,1063
22,303292.0,289,1203
23,370083.0,297,1319
24,452786.0,306,1449
25,551504.0,318,1543
26,673922.0,326,1643
27,823245.0,334,1757
28,1004094.0,340,1836
29,1227540.0,350,1933
30,1499621.0,356,2029
31,1828145.0,366,2117
32,2235490.0,381,2221
33,2732611.0,392,2355
34,3343628.0,403,2412
35,4087913.0,407,2478
36,4996932.0,420,2545
