,num_infected,cities_infected,num_interactions
0,4000.0,1,0
1,4507.0,3,2
2,5086.0,15,16
3,5637.0,28,22
4,5983.0,36,19
5,6332.0,47,30
6,7036.0,62,55
7,7628.0,75,53
8,8260.0,87,59
9,9190.0,100,91
10,9960.0,108,81
11,10806.0,120,97
12,11461.0,127,89
13,12455.0,128,121
14,13407.0,134,135
15,14600.0,140,150
16,16085.0,151,175
17,17564.0,154,196
18,18989.0,159,170
19,20669.0,167,217
20,22366.0,170,239
21,24365.0,168,263
22,26485.0,178,285
23,28505.0,184,293
24,31137.0,194,317
25,34027.0,201,380
26,37230.0,210,398
27,40814.0,212,429
28,44665.0,216,459
29,48427.0,224,464
30,52886.0,228,511
31,57153.0,236,515
32,62672.0,239,596
33,68285.0,237,591
34,74653.0,242,633
35,81573.0,250,716
36,88969.0,256,763
