,num_infected,cities_infected,num_interactions
0,1000.0,1,0
1,1073.0,3,2
2,1167.0,6,5
3,1425.0,13,12
4,1452.0,17,6
5,1653.0,24,13
6,1835.0,34,18
7,2027.0,43,18
8,2243.0,48,23
9,2506.0,51,26
10,2672.0,56,28
11,2931.0,64,34
12,3225.0,71,39
13,3448.0,74,37
14,3689.0,82,38
15,3910.0,92,42
16,4229.0,96,48
17,4504.0,97,52
18,4770.0,104,53
19,5054.0,108,58
20,5459.0,109,66
21,5860.0,114,68
22,6434.0,117,85
23,6818.0,120,76
24,7520.0,121,102
25,8245.0,123,114
26,8877.0,127,117
27,9595.0,132,120
28,10406.0,137,135
29,11332.0,149,155
30,12463.0,156,168
31,13614.0,161,186
32,14793.0,169,187
33,16274.0,176,214
34,17636.0,181,215
35,19380.0,194,262
36,20850.0,199,244
