,num_infected,cities_infected,num_interactions
0,2000,1,0
1,1977,3,2
2,1912,10,9
3,1861,14,7
4,1884,24,14
5,1808,29,12
6,1717,34,14
7,1674,39,15
8,1580,42,16
9,1509,47,17
10,1405,47,17
11,1336,51,17
12,1264,52,13
13,1182,49,12
14,1151,51,20
15,1064,51,15
16,995,53,12
17,942,53,18
18,879,51,12
19,843,49,12
20,823,52,18
21,762,48,11
22,737,51,13
23,718,50,16
24,681,52,13
25,657,53,12
26,609,53,11
27,591,52,13
28,500,48,3
29,450,45,7
30,409,43,7
31,381,40,8
32,372,38,10
33,329,34,5
34,316,36,7
35,303,36,7
36,294,37,7
