,num_infected,cities_infected,num_interactions
0,2000,1,0
1,2057,3,2
2,2049,3,2
3,2047,6,5
4,2107,18,14
5,2097,26,16
6,2259,35,17
7,2386,45,22
8,2343,54,19
9,2288,60,20
10,2341,64,25
11,2366,71,27
12,2439,74,33
13,2366,80,23
14,2385,83,28
15,2483,84,31
16,2541,86,36
17,2509,84,27
18,2677,89,48
19,2753,94,38
20,2767,95,33
21,2848,99,45
22,2935,101,46
23,3071,102,53
24,3068,104,44
25,3137,106,50
26,3165,104,47
27,3197,103,46
28,3218,103,49
29,3163,102,36
30,3269,104,53
31,3334,104,55
32,3325,102,43
33,3443,108,53
34,3550,110,56
35,3602,110,53
36,3547,112,42
