,num_infected,cities_infected,num_interactions
0,5000.0,1,0
1,5380.0,3,2
2,5964.0,13,12
3,6296.0,24,20
4,6857.0,42,34
5,7575.0,53,42
6,8255.0,71,57
7,9163.0,79,64
8,9948.0,94,69
9,10832.0,99,83
10,11928.0,109,114
11,12788.0,116,107
12,13794.0,120,112
13,15304.0,130,144
14,16708.0,141,174
15,18423.0,147,188
16,20262.0,156,208
17,22194.0,161,219
18,24082.0,166,222
19,26637.0,167,283
20,29114.0,177,304
21,31551.0,185,312
22,34597.0,189,343
23,37862.0,191,368
24,41399.0,192,413
25,45582.0,199,442
26,49559.0,208,461
27,54538.0,223,542
28,59518.0,231,535
29,64942.0,237,580
30,71189.0,239,627
31,77673.0,243,637
32,84640.0,261,702
33,92189.0,268,748
34,100948.0,272,797
35,110179.0,276,831
36,119783.0,275,860
