,num_infected,cities_infected,num_interactions
0,3000,1,0
1,2949,3,2
2,3012,13,12
3,2874,22,14
4,2737,30,16
5,2546,38,17
6,2392,41,12
7,2346,45,21
8,2199,48,22
9,2091,55,22
10,2019,56,24
11,1900,59,25
12,1811,63,21
13,1724,67,23
14,1659,69,24
15,1544,71,20
16,1487,69,27
17,1408,66,20
18,1366,67,24
19,1290,69,19
20,1172,64,13
21,1107,67,15
22,984,64,8
23,890,58,11
24,808,56,10
25,721,53,7
26,681,47,12
27,621,45,8
28,553,46,7
29,504,43,7
30,475,41,9
31,382,36,0
32,331,33,4
33,321,30,7
34,295,26,5
35,258,26,3
36,223,25,2
