,num_infected,cities_infected,num_interactions
0,5000.0,1,0
1,5308.0,3,2
2,5732.0,11,12
3,6251.0,25,23
4,6814.0,38,36
5,7682.0,61,49
6,8455.0,72,53
7,9018.0,78,59
8,9514.0,87,59
9,10592.0,95,90
10,11500.0,103,88
11,12504.0,118,101
12,13863.0,121,138
13,14969.0,126,126
14,16313.0,137,163
15,18007.0,145,181
16,19378.0,156,167
17,21199.0,162,216
18,22653.0,165,206
19,24589.0,173,244
20,27019.0,180,275
21,29383.0,182,289
22,31691.0,187,319
23,34409.0,195,325
24,37722.0,201,382
25,40985.0,210,371
26,44490.0,216,432
27,49053.0,222,490
28,53573.0,232,499
29,58611.0,236,543
30,63586.0,241,579
31,69186.0,246,614
32,75489.0,248,644
33,82327.0,257,695
34,89800.0,259,727
35,98422.0,261,801
36,108081.0,262,821
