,num_infected,cities_infected,num_interactions
0,5000.0,1,0
1,6003.0,4,3
2,7165.0,19,18
3,8667.0,34,26
4,10711.0,54,42
5,13052.0,67,49
6,16060.0,87,83
7,20055.0,98,127
8,24550.0,112,150
9,30307.0,128,209
10,37092.0,143,241
11,45084.0,151,280
12,54936.0,164,355
13,66521.0,181,405
14,80588.0,191,475
15,98423.0,205,582
16,119601.0,218,652
17,146118.0,236,778
18,177810.0,249,832
19,215382.0,259,966
20,262484.0,268,1098
21,318111.0,273,1185
22,389009.0,290,1314
23,475219.0,303,1432
24,580579.0,316,1530
25,708840.0,326,1656
26,867876.0,337,1750
27,1059650.0,340,1893
28,1293296.0,346,1963
29,1582396.0,355,2052
30,1934468.0,367,2166
31,2363431.0,376,2267
32,2881390.0,388,2323
33,3522521.0,400,2396
34,4307670.0,410,2467
35,5265404.0,418,2581
36,6434332.0,430,2659
