,num_infected,cities_infected,num_interactions
0,5000,1,0
1,4870,3,2
2,4675,12,11
3,4534,25,21
4,4346,40,26
5,4188,54,28
6,4086,63,31
7,4078,77,49
8,3955,83,42
9,3747,85,34
10,3691,86,46
11,3544,88,44
12,3350,90,38
13,3260,92,50
14,3126,90,41
15,2984,92,40
16,2878,93,45
17,2826,90,46
18,2748,92,44
19,2620,90,40
20,2535,91,44
21,2405,96,37
22,2325,99,41
23,2233,101,36
24,2132,106,35
25,1976,107,30
26,1820,99,27
27,1671,93,22
28,1553,85,24
29,1536,88,32
30,1405,87,20
31,1366,82,27
32,1303,80,27
33,1166,76,12
34,1064,73,15
35,1091,74,29
36,994,68,15
