,num_infected,cities_infected,num_interactions
0,4000,1,0
1,3855,3,2
2,3768,8,8
3,3700,18,17
4,3449,28,18
5,3191,38,20
6,3041,46,17
7,2878,52,23
8,2719,56,21
9,2601,60,22
10,2474,60,24
11,2329,62,28
12,2263,63,25
13,2180,68,30
14,2016,71,19
15,1894,73,26
16,1780,72,25
17,1648,72,20
18,1570,70,24
19,1555,69,29
20,1524,70,30
21,1490,70,28
22,1331,72,14
23,1233,75,18
24,1128,72,15
25,1047,66,18
26,1052,68,24
27,983,66,17
28,925,67,17
29,861,67,13
30,791,64,11
31,775,67,18
32,691,68,8
33,656,58,15
34,600,58,9
35,576,57,13
36,547,54,13
