,num_infected,cities_infected,num_interactions
0,4000.0,1,0
1,3220.0,3,2
2,2596.0,12,12
3,2029.0,20,14
4,1501.0,24,9
5,1182.0,23,8
6,886.0,23,11
7,660.0,25,8
8,500.0,28,6
9,391.0,26,6
10,301.0,20,7
11,231.0,18,4
12,188.0,13,5
13,134.0,12,1
14,92.0,9,1
15,64.0,6,1
16,54.0,5,2
17,35.0,5,0
18,36.0,7,2
19,21.0,7,0
20,18.0,7,1
21,9.0,5,0
22,3.0,1,0
23,2.0,1,0
24,1.0,1,0
25,0.0,0,0
26,0.0,0,0
27,0.0,0,0
28,0.0,0,0
29,0.0,0,0
30,0.0,0,0
31,0.0,0,0
32,0.0,0,0
33,0.0,0,0
34,0.0,0,0
35,0.0,0,0
36,0.0,0,0
