,num_infected,cities_infected,num_interactions
0,1000,1,0
1,1068,3,2
2,1195,6,5
3,1322,8,4
4,1399,16,11
5,1505,23,11
6,1621,28,11
7,1725,34,14
8,1806,38,14
9,2025,45,24
10,2277,54,31
11,2452,62,28
12,2598,66,24
13,2887,67,35
14,3081,72,39
15,3267,75,36
16,3625,82,52
17,3853,81,42
18,4061,92,43
19,4319,97,55
20,4717,102,66
21,5067,109,65
22,5416,112,61
23,5871,118,70
24,6415,121,82
25,6864,125,85
26,7328,130,89
27,8019,138,108
28,8595,142,102
29,9531,146,147
30,10316,150,140
31,11376,154,160
32,12098,161,144
33,13138,164,170
34,14308,170,180
35,15577,172,194
36,17115,182,219
