,num_infected,cities_infected,num_interactions
0,4000.0,1,0
1,4271.0,3,2
2,4502.0,9,8
3,4948.0,22,19
4,5345.0,36,26
5,5961.0,54,38
6,6396.0,66,40
7,6915.0,73,44
8,7618.0,84,53
9,8168.0,99,66
10,8994.0,103,69
11,9639.0,107,75
12,10589.0,114,108
13,11328.0,117,99
14,12394.0,124,126
15,13297.0,131,129
16,14300.0,138,139
17,15580.0,142,168
18,17044.0,143,179
19,18349.0,149,183
20,19940.0,155,216
21,21581.0,160,220
22,23487.0,170,229
23,25539.0,180,251
24,27691.0,188,289
25,30308.0,193,334
26,32753.0,204,326
27,35980.0,207,381
28,38669.0,216,371
29,42044.0,219,406
30,45784.0,224,457
31,49689.0,226,471
32,54432.0,228,524
33,58784.0,231,533
34,64420.0,232,603
35,70537.0,236,646
36,76896.0,246,667
