,num_infected,cities_infected,num_interactions
0,2000,1,0
1,2032,3,2
2,2069,11,11
3,1980,13,5
4,1873,18,10
5,1860,28,20
6,1800,37,17
7,1678,40,14
8,1663,44,23
9,1638,53,25
10,1617,58,22
11,1535,58,19
12,1454,58,21
13,1379,59,13
14,1399,62,28
15,1254,59,11
16,1169,60,19
17,1150,59,20
18,1130,60,22
19,1027,62,11
20,952,61,15
21,886,58,15
22,813,54,13
23,785,55,16
24,769,54,18
25,735,55,15
26,659,49,9
27,573,48,4
28,540,47,10
29,460,45,3
30,433,41,8
31,391,37,6
32,349,34,5
33,320,33,6
34,276,34,3
35,252,31,5
36,253,35,7
