,num_infected,cities_infected,num_interactions
0,2000.0,1,0
1,2104.0,3,2
2,2149.0,10,9
3,2203.0,15,7
4,2239.0,20,9
5,2289.0,29,18
6,2369.0,37,19
7,2395.0,46,22
8,2458.0,55,29
9,2563.0,62,25
10,2666.0,65,31
11,2686.0,72,30
12,2778.0,71,42
13,2749.0,75,27
14,2838.0,81,43
15,2982.0,89,42
16,2988.0,91,37
17,2998.0,95,35
18,3025.0,99,35
19,3064.0,102,47
20,3108.0,104,48
21,3262.0,106,52
22,3320.0,107,49
23,3487.0,113,63
24,3543.0,113,52
25,3498.0,115,44
26,3554.0,115,51
27,3566.0,116,46
28,3619.0,115,54
29,3601.0,116,49
30,3684.0,120,60
31,3809.0,122,62
32,3888.0,119,57
33,3936.0,124,56
34,4075.0,129,67
35,4161.0,129,59
36,4198.0,134,57
