,num_infected,cities_infected,num_interactions
0,1000.0,1,0
1,1053.0,3,2
2,1150.0,6,5
3,1262.0,9,8
4,1339.0,12,7
5,1471.0,20,15
6,1603.0,29,16
7,1725.0,32,12
8,1858.0,36,18
9,1975.0,40,18
10,2072.0,48,21
11,2182.0,55,20
12,2336.0,61,29
13,2530.0,70,31
14,2595.0,78,24
15,2798.0,79,36
16,3085.0,83,36
17,3283.0,88,39
18,3406.0,89,32
19,3554.0,93,40
20,3753.0,95,42
21,3926.0,100,41
22,4183.0,104,53
23,4545.0,103,60
24,4928.0,108,64
25,5392.0,110,82
26,5781.0,114,76
27,6380.0,113,86
28,6851.0,118,90
29,7373.0,124,93
30,8013.0,125,102
31,8578.0,130,108
32,9263.0,133,122
33,10092.0,138,141
34,10941.0,144,140
35,11942.0,151,156
36,12845.0,156,159
