,num_infected,cities_infected,num_interactions
0,4000.0,1,0
1,3475.0,3,2
2,3017.0,15,14
3,2591.0,25,15
4,2276.0,35,20
5,1893.0,41,17
6,1589.0,46,11
7,1355.0,47,14
8,1107.0,44,15
9,916.0,39,9
10,790.0,43,16
11,637.0,43,8
12,509.0,40,6
13,392.0,40,4
14,314.0,35,7
15,226.0,28,1
16,185.0,24,4
17,152.0,20,3
18,103.0,13,0
19,75.0,8,1
20,54.0,8,0
21,36.0,6,0
22,24.0,3,0
23,16.0,3,0
24,11.0,3,0
25,8.0,3,0
26,11.0,4,1
27,6.0,3,0
28,3.0,1,0
29,2.0,1,0
30,1.0,1,0
31,0.0,0,0
32,0.0,0,0
33,0.0,0,0
34,0.0,0,0
35,0.0,0,0
36,0.0,0,0
