,num_infected,cities_infected,num_interactions
0,5000,1,0
1,5141,3,2
2,5229,11,10
3,5468,22,18
4,5571,32,26
5,5706,45,29
6,5798,52,33
7,5971,72,48
8,6134,79,50
9,6311,87,48
10,6540,94,60
11,6864,101,78
12,7021,106,83
13,7242,110,83
14,7389,118,91
15,7437,122,83
16,7674,125,96
17,7779,123,90
18,8058,130,108
19,8115,132,89
20,8382,136,104
21,8600,141,120
22,8906,146,127
23,9065,151,110
24,9380,152,134
25,9584,159,124
26,9601,162,115
27,9739,166,128
28,10017,168,129
29,10255,169,147
30,10405,173,126
31,10604,172,134
32,10849,177,154
33,11114,179,147
34,11432,179,161
35,11735,179,161
36,12017,181,160
