,num_infected,cities_infected,num_interactions
0,1000.0,1,0
1,1141.0,3,2
2,1361.0,6,6
3,1651.0,9,8
4,2023.0,12,6
5,2582.0,22,16
6,3134.0,35,27
7,3692.0,46,25
8,4399.0,55,39
9,5429.0,67,46
10,6567.0,76,54
11,7874.0,86,63
12,9546.0,97,81
13,11425.0,112,101
14,13479.0,124,114
15,16256.0,132,136
16,19930.0,141,184
17,24015.0,151,204
18,29246.0,162,258
19,35469.0,177,296
20,43268.0,188,375
21,52613.0,199,438
22,63536.0,208,470
23,77841.0,222,603
24,94457.0,231,629
25,114730.0,245,736
26,139595.0,260,841
27,169370.0,273,964
28,205347.0,280,1029
29,250373.0,295,1188
30,304554.0,304,1267
31,372978.0,311,1393
32,456346.0,319,1510
33,555181.0,324,1627
34,676609.0,332,1688
35,827142.0,337,1796
36,1012897.0,342,1906
