,num_infected,cities_infected,num_interactions
0,1000.0,1,0
1,1216.0,3,2
2,1429.0,7,7
3,1707.0,11,8
4,2076.0,17,13
5,2516.0,26,19
6,2941.0,34,16
7,3517.0,43,24
8,4205.0,51,32
9,5055.0,57,43
10,6110.0,69,45
11,7265.0,77,50
12,8875.0,93,79
13,10450.0,105,83
14,12923.0,115,111
15,15541.0,124,138
16,18728.0,135,166
17,22955.0,147,203
18,27950.0,166,246
19,33920.0,175,281
20,41226.0,185,342
21,50282.0,196,402
22,61127.0,208,474
23,73888.0,215,527
24,90206.0,223,648
25,110124.0,239,747
26,133787.0,253,836
27,163543.0,265,940
28,199158.0,277,1030
29,243604.0,288,1186
30,296100.0,301,1260
31,359420.0,306,1354
32,437840.0,317,1509
33,536345.0,328,1575
34,655628.0,334,1727
35,801314.0,342,1783
36,981077.0,348,1907
