,num_infected,cities_infected,num_interactions
0,1000,1,0
1,1056,3,2
2,1042,6,5
3,1057,10,7
4,1095,14,8
5,1064,19,7
6,1170,25,13
7,1116,29,8
8,1151,33,14
9,1141,35,10
10,1165,44,17
11,1104,45,9
12,1124,48,12
13,1064,53,8
14,1107,56,20
15,1095,58,14
16,1075,59,14
17,1082,58,14
18,1042,58,12
19,1041,55,18
20,1059,54,18
21,1101,52,21
22,1028,53,7
23,1048,55,18
24,1097,60,22
25,1086,60,15
26,1047,57,12
27,1024,58,13
28,974,60,10
29,893,56,6
30,865,54,10
31,864,54,13
32,824,56,9
33,801,56,9
34,805,57,14
35,860,59,20
36,843,61,11
