,num_infected,cities_infected,num_interactions
0,5000.0,1,0
1,4819.0,3,2
2,4642.0,17,16
3,4594.0,27,18
4,4601.0,45,38
5,4554.0,52,37
6,4378.0,59,33
7,4258.0,66,37
8,4017.0,70,41
9,3882.0,75,37
10,3670.0,78,33
11,3490.0,77,32
12,3390.0,85,41
13,3234.0,86,42
14,3195.0,88,44
15,3029.0,88,42
16,2881.0,90,45
17,2798.0,94,44
18,2677.0,97,39
19,2569.0,95,39
20,2452.0,95,37
21,2355.0,94,34
22,2288.0,94,40
23,2175.0,98,34
24,2018.0,94,30
25,1898.0,91,28
26,1725.0,85,20
27,1610.0,81,24
28,1496.0,85,22
29,1409.0,83,26
30,1284.0,78,16
31,1203.0,76,19
32,1136.0,73,19
33,1028.0,70,13
34,1033.0,70,23
35,1007.0,67,21
36,911.0,66,12
