,num_infected,cities_infected,num_interactions
0,2000.0,1,0
1,2128.0,3,2
2,2331.0,7,6
3,2594.0,11,7
4,2876.0,22,19
5,3009.0,30,18
6,3186.0,41,19
7,3404.0,48,23
8,3664.0,56,29
9,3962.0,66,32
10,4270.0,76,39
11,4599.0,82,45
12,4981.0,91,49
13,5373.0,97,63
14,5803.0,106,64
15,6308.0,111,63
16,6663.0,113,60
17,7043.0,119,68
18,7683.0,121,83
19,8344.0,127,106
20,9219.0,129,117
21,10077.0,134,111
22,10985.0,140,138
23,11743.0,141,131
24,12588.0,147,137
25,13885.0,154,176
26,14927.0,162,174
27,16188.0,174,195
28,17490.0,179,199
29,19073.0,189,231
30,20775.0,195,247
31,22564.0,190,247
32,24486.0,195,283
33,26631.0,198,298
34,28973.0,201,323
35,31573.0,203,367
36,34501.0,205,365
