,num_infected,cities_infected,num_interactions
0,3000.0,1,0
1,3266.0,3,2
2,3564.0,10,9
3,3810.0,18,11
4,4100.0,27,18
5,4527.0,45,31
6,5017.0,55,40
7,5426.0,70,43
8,5871.0,77,52
9,6332.0,85,51
10,7004.0,100,71
11,7452.0,102,63
12,8123.0,111,86
13,8757.0,116,91
14,9460.0,122,100
15,10181.0,123,96
16,10872.0,136,111
17,11809.0,141,134
18,12935.0,146,156
19,13844.0,158,141
20,14885.0,164,158
21,16146.0,173,178
22,17638.0,178,207
23,19077.0,183,206
24,20697.0,187,244
25,22594.0,192,257
26,24825.0,198,291
27,27480.0,203,331
28,29909.0,205,311
29,32496.0,216,362
30,35246.0,216,365
31,37922.0,216,367
32,41503.0,219,428
33,45289.0,225,440
34,49127.0,228,474
35,53482.0,232,513
36,58881.0,239,575
