,num_infected,cities_infected,num_interactions
0,5000.0,1,0
1,4388.0,3,2
2,3786.0,16,18
3,3396.0,29,21
4,2944.0,40,28
5,2595.0,44,20
6,2192.0,51,25
7,1843.0,57,22
8,1579.0,58,16
9,1320.0,53,17
10,1095.0,54,18
11,929.0,52,17
12,769.0,54,12
13,696.0,51,19
14,577.0,51,11
15,476.0,47,11
16,379.0,45,5
17,298.0,39,5
18,234.0,31,5
19,223.0,27,8
20,172.0,22,2
21,133.0,21,2
22,91.0,15,0
23,68.0,13,1
24,66.0,11,3
25,52.0,8,1
26,44.0,8,1
27,30.0,7,0
28,27.0,7,1
29,18.0,6,0
30,10.0,4,0
31,6.0,3,0
32,3.0,2,0
33,1.0,1,0
34,0.0,0,0
35,0.0,0,0
36,0.0,0,0
