,num_infected,cities_infected,num_interactions
0,4000.0,1,0
1,4158.0,3,2
2,4613.0,13,14
3,5155.0,24,18
4,5640.0,43,28
5,6074.0,54,35
6,6691.0,64,44
7,7242.0,76,54
8,7827.0,82,59
9,8327.0,90,60
10,8822.0,96,68
11,9599.0,101,81
12,10816.0,111,120
13,11700.0,118,108
14,12835.0,124,129
15,13758.0,136,132
16,15130.0,145,169
17,16322.0,148,160
18,17931.0,155,194
19,19394.0,162,207
20,21332.0,167,236
21,23325.0,178,247
22,25638.0,177,294
23,27723.0,186,288
24,30207.0,192,321
25,33273.0,189,378
26,36161.0,194,364
27,39404.0,203,396
28,42543.0,212,400
29,46319.0,214,438
30,50104.0,220,479
31,55158.0,222,531
32,60256.0,232,545
33,66138.0,240,599
34,71944.0,245,617
35,78577.0,252,688
36,85767.0,259,719
