,num_infected,cities_infected,num_interactions
0,2000.0,1,0
1,2338.0,3,2
2,2873.0,9,8
3,3482.0,20,15
4,4375.0,29,19
5,5205.0,37,27
6,6180.0,48,39
7,7391.0,55,44
8,9042.0,73,63
9,11022.0,85,89
10,13320.0,100,90
11,16127.0,117,120
12,19735.0,132,161
13,23948.0,140,199
14,29279.0,149,209
15,35335.0,157,262
16,43185.0,170,341
17,51805.0,180,357
18,62719.0,190,426
19,76279.0,198,505
20,92900.0,205,587
21,113112.0,226,707
22,138428.0,240,801
23,168572.0,263,915
24,205961.0,275,1054
25,250458.0,285,1116
26,305050.0,296,1246
27,371287.0,305,1328
28,455131.0,318,1503
29,554660.0,325,1561
30,676937.0,332,1683
31,826045.0,339,1794
32,1008354.0,345,1879
33,1232630.0,354,1957
34,1508631.0,365,2042
35,1846012.0,367,2140
36,2258625.0,378,2250
