,num_infected,cities_infected,num_interactions
0,5000,1,0
1,4806,3,2
2,4875,18,19
3,4704,26,19
4,4476,37,22
5,4242,49,26
6,4170,58,37
7,4038,67,36
8,3969,71,36
9,3878,71,33
10,3739,77,36
11,3620,81,44
12,3434,83,38
13,3335,84,47
14,3171,86,46
15,2894,87,31
16,2764,94,39
17,2636,92,34
18,2498,90,36
19,2373,93,37
20,2314,87,37
21,2143,84,24
22,2127,88,44
23,2009,89,32
24,1938,86,33
25,1875,83,32
26,1791,83,30
27,1666,80,26
28,1561,86,24
29,1444,84,21
30,1362,82,23
31,1267,83,21
32,1136,75,15
33,1065,77,19
34,967,76,13
35,888,69,14
36,774,69,8
