,num_infected,cities_infected,num_interactions
0,4000.0,1,0
1,4883.0,3,2
2,5870.0,10,10
3,7083.0,21,18
4,8759.0,48,42
5,10433.0,67,50
6,12679.0,81,71
7,15306.0,96,84
8,18980.0,113,129
9,23033.0,122,154
10,27867.0,134,178
11,34174.0,148,231
12,40643.0,163,269
13,49698.0,169,331
14,60460.0,178,382
15,73681.0,186,441
16,90093.0,206,543
17,109842.0,222,613
18,135132.0,230,736
19,165518.0,250,840
20,201087.0,264,956
21,244793.0,276,1008
22,297807.0,281,1161
23,363098.0,295,1271
24,443340.0,305,1401
25,539700.0,312,1524
26,658502.0,323,1609
27,802396.0,332,1735
28,982229.0,339,1868
29,1199739.0,352,1918
30,1463597.0,361,2025
31,1784663.0,371,2120
32,2180424.0,381,2196
33,2666841.0,388,2273
34,3258514.0,395,2370
35,3985291.0,403,2448
36,4870387.0,410,2570
