,num_infected,cities_infected,num_interactions
0,5000.0,1,0
1,5321.0,3,2
2,5819.0,18,17
3,6371.0,34,26
4,6862.0,49,35
5,7645.0,57,43
6,8315.0,65,49
7,8985.0,74,63
8,9925.0,84,77
9,10707.0,93,67
10,11512.0,103,94
11,12460.0,112,115
12,13463.0,121,108
13,14636.0,128,134
14,15983.0,133,161
15,17500.0,143,168
16,19087.0,153,182
17,20712.0,162,209
18,22711.0,171,241
19,24666.0,177,240
20,27079.0,179,285
21,29412.0,183,294
22,32084.0,191,311
23,34801.0,196,347
24,38083.0,207,384
25,41846.0,215,427
26,45729.0,223,452
27,49866.0,225,461
28,54787.0,231,529
29,59919.0,238,572
30,65894.0,244,601
31,72225.0,250,650
32,78894.0,254,683
33,86196.0,259,726
34,93798.0,259,724
35,102461.0,261,815
36,111756.0,263,832
