,num_infected,cities_infected,num_interactions
0,5000.0,1,0
1,5196.0,4,3
2,5363.0,13,12
3,5421.0,26,24
4,5641.0,47,42
5,5764.0,56,35
6,5987.0,69,41
7,6285.0,79,54
8,6600.0,91,58
9,6826.0,99,71
10,7063.0,103,69
11,7141.0,104,67
12,7412.0,109,86
13,7515.0,112,77
14,7493.0,112,82
15,7580.0,115,77
16,7574.0,116,73
17,7899.0,124,108
18,8073.0,121,100
19,8374.0,127,111
20,8403.0,133,98
21,8732.0,137,121
22,8785.0,140,101
23,8869.0,146,104
24,9224.0,148,131
25,9300.0,154,120
26,9445.0,159,125
27,9657.0,160,123
28,9897.0,163,138
29,10161.0,157,140
30,10390.0,159,143
31,10902.0,162,167
32,11002.0,163,136
33,11394.0,168,168
34,11629.0,173,151
35,11819.0,176,154
36,12057.0,177,158
