,num_infected,cities_infected,num_interactions
0,2000.0,1,0
1,2076.0,3,2
2,2271.0,11,10
3,2477.0,15,8
4,2653.0,25,15
5,2874.0,33,15
6,3303.0,47,33
7,3550.0,55,27
8,3795.0,60,35
9,4070.0,73,40
10,4435.0,80,47
11,4768.0,85,49
12,5129.0,91,55
13,5442.0,96,52
14,5869.0,100,65
15,6320.0,105,67
16,6791.0,107,69
17,7337.0,113,88
18,7933.0,115,89
19,8369.0,118,84
20,9259.0,129,113
21,10044.0,135,111
22,10791.0,138,119
23,11596.0,141,134
24,12768.0,152,169
25,13705.0,158,155
26,14996.0,166,197
27,16285.0,174,191
28,17573.0,180,202
29,18962.0,184,209
30,20631.0,193,247
31,22493.0,198,265
32,24337.0,207,268
33,26472.0,208,303
34,28769.0,213,321
35,31106.0,219,329
36,33927.0,221,376
