,num_infected,cities_infected,num_interactions
0,2000.0,1,0
1,2319.0,3,2
2,2862.0,6,6
3,3360.0,11,8
4,4030.0,22,17
5,4940.0,36,29
6,5909.0,48,33
7,7134.0,64,48
8,8638.0,69,51
9,10468.0,77,70
10,12613.0,85,83
11,15340.0,103,108
12,19081.0,119,158
13,22946.0,130,169
14,27569.0,145,204
15,33460.0,157,253
16,40637.0,167,311
17,49118.0,182,356
18,59844.0,195,419
19,72908.0,207,501
20,88649.0,218,582
21,108103.0,230,652
22,131059.0,242,754
23,160452.0,256,888
24,195379.0,267,956
25,236368.0,275,1051
26,287691.0,291,1225
27,350753.0,299,1329
28,426963.0,312,1408
29,521131.0,324,1514
30,637239.0,330,1644
31,778817.0,338,1722
32,952324.0,351,1837
33,1161174.0,361,1938
34,1420940.0,370,2017
35,1737755.0,380,2106
36,2123768.0,387,2226
