,num_infected,cities_infected,num_interactions
0,1000.0,1,0
1,1191.0,3,2
2,1412.0,4,3
3,1830.0,11,9
4,2263.0,19,11
5,2766.0,26,12
6,3416.0,35,23
7,4094.0,46,30
8,4824.0,53,26
9,5790.0,63,40
10,7101.0,72,65
11,8821.0,84,82
12,10659.0,94,94
13,13020.0,109,122
14,15847.0,118,140
15,19087.0,129,165
16,23128.0,138,195
17,28133.0,150,250
18,34512.0,168,307
19,41972.0,179,358
20,51385.0,189,428
21,62073.0,204,455
22,75371.0,217,555
23,91035.0,226,608
24,111523.0,235,721
25,136414.0,253,832
26,167333.0,264,946
27,203333.0,274,1071
28,249119.0,280,1178
29,304740.0,295,1295
30,372530.0,303,1396
31,454582.0,310,1497
32,554569.0,319,1597
33,676216.0,326,1693
34,826211.0,339,1805
35,1008081.0,344,1905
36,1229283.0,354,1964
